source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,11.23,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.56,Ammonia,#000ECD,TWh
H2,Haber-Bosch,6.70,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.73,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.79,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,5.93,Ammonia,#000ECD,TWh
Ammonia,Elec,6.60,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,11.77,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.60,Methanol,#CC0066,TWh
Wood,Adlibio. to HVC,75.50,Wood,#CD853F,TWh
H2,Adlibio. to HVC,26.33,H2,#FF00FF,TWh
Elec,Adlibio. to HVC,1.14,Electricity,#00BFFF,TWh
Heat HT,Adlibio. to HVC,24.73,Heat HT,#DC143C,TWh
Adlibio. to HVC,HVC,37.19,HVC,#00FFFF,TWh
Methanol,MTO,7.03,Methanol,#CC0066,TWh
Heat HT,MTO,1.87,Heat HT,#DC143C,TWh
MTO,HVC,5.66,HVC,#00FFFF,TWh
HVC,Non-energy demand,42.85,HVC,#00FFFF,TWh
Imp. Gas,Gas,20.18,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,CHP,33.08,GAS,#FFD700,TWh
Gas,Boilers,3.56,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.62,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,10.54,Waste,#808000,TWh
Wood,H2 prod,4.51,Wood,#CD853F,TWh
Wood prod.,Wood,56.61,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,10.11,Electricity,#00BFFF,TWh
Elec,Mob public,1.34,Electricity,#00BFFF,TWh
Elec,Freight,1.42,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.01,Electricity,#00BFFF,TWh
Elec,Curt.,2.00,Electricity,#00BFFF,TWh
Elec,Elec demand,103.59,Electricity,#00BFFF,TWh
Solar,Curt.,1.98,Solar,#FFFF00,TWh
Wind,Curt.,4.35,Wind,#27AE34,TWh
Elec,Storage,1.94,Electricity,#00BFFF,TWh
Storage,Elec demand,1.58,Electricity,#00BFFF,TWh
Elec,HPs,31.86,Electricity,#00BFFF,TWh
Elec,HT sto,5.50,Electricity,#00BFFF,TWh
HT sto,Heat HT,5.45,Heat HT,#DC143C,TWh
Elec,Heat HT,1.23,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,100.57,H2,#FF00FF,TWh
H2 prod,H2 sto.,6.38,H2,#FF00FF,TWh
H2 sto.,H2,5.52,H2,#FF00FF,TWh
H2 prod,H2,-4.38,H2,#FF00FF,TWh
H2,CHP,42.56,H2,#FF00FF,TWh
H2,Freight,15.57,H2,#FF00FF,TWh
CHP,Elec,39.24,Electricity,#00BFFF,TWh
CHP,Dec. sto,4.47,Heat LT,#FA8072,TWh
CHP,Heat LT Dec,4.89,Heat LT,#FA8072,TWh
CHP,Heat HT,15.22,Heat HT,#DC143C,TWh
HPs,Dec. sto,14.13,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,53.93,Heat LT,#FA8072,TWh
HPs,DHN,44.11,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,13.46,Heat LT,#FA8072,TWh
Boilers,Heat HT,11.95,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,29.67,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.25,Heat LT,#FA8072,TWh
DHN,DHN Sto,12.99,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,12.78,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,56.71,Heat HT,#DC143C,TWh
