Name	Used	Potential
AMMONIA	0.000216	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	10198.138823	Infinity
BIODIESEL	0.000229	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000155	Infinity
CO2_ATM	0.000190	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	46496.725214	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.019056	33354.999440
DIESEL	14135.973176	Infinity
ELEC_EXPORT	954.370690	Infinity
ELECTRICITY	27567.311331	27567.311340
GAS	109524.919805	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000001	Infinity
GASOLINE	0.000637	Infinity
H2	0.000004	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000707	Infinity
LFO	0.002936	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	58876.286563	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000158	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	481.477731	Infinity
RES_SOLAR	41341.091445	Infinity
RES_WIND	38839.209446	Infinity
URANIUM	0.000000	Infinity
WASTE	17800.000564	17800.000000
WET_BIOMASS	38899.999719	38900.000000
WOOD	23400.000040	23400.000000
WOOD_PRODUCTION	13006.715862	70200.000000
