source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,6.40,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,9.81,Ammonia,#000ECD,TWh
H2,Haber-Bosch,3.85,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.42,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.46,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,3.41,Ammonia,#000ECD,TWh
Imp. Methanol RE,Methanol,1.48,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.48,Methanol,#CC0066,TWh
Oil,NSC,72.37,Naphtha,#8B008B,TWh
Elec,NSC,0.84,Electricity,#00BFFF,TWh
Heat HT,NSC,0.69,Heat HT,#DC143C,TWh
NSC,HVC,39.80,HVC,#00FFFF,TWh
HVC,Non-energy demand,39.80,HVC,#00FFFF,TWh
Imp. Bio-ethanol,Gasoline,9.59,Gasoline,#808080,TWh
Imp. Diesel,Diesel,1.46,Diesel,#D3D3D3,TWh
Imp. Bio-diesel,Diesel,69.97,Diesel,#D3D3D3,TWh
Diesel,Mob priv,38.27,Diesel,#D3D3D3,TWh
Diesel,Mob public,4.31,Diesel,#D3D3D3,TWh
Diesel,Freight,28.85,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,130.06,Gas,#FFD700,TWh
Gas Prod,Gas,2.04,GAS,#FFD700,TWh
Gas,Mob priv,7.87,GAS,#FFD700,TWh
Gas,Freight,1.71,GAS,#FFD700,TWh
Gas,H2 prod,5.25,GAS,#FFD700,TWh
Gas,Elec,29.12,GAS,#FFD700,TWh
Gas,CHP,20.12,GAS,#FFD700,TWh
Gas,Boilers,68.03,GAS,#FFD700,TWh
Electricity,Elec,12.42,Electricity,#00BFFF,TWh
Uranium,Elec,129.59,Nuclear,#FFC0CB,TWh
Wind,Elec,4.93,Wind,#27AE34,TWh
Hydro River,Elec,0.42,Hydro River,#0000FF,TWh
Coal,Boilers,16.30,Coal,#A0522D,TWh
Solar,Elec,4.00,Solar,#FFFF00,TWh
Solar,Dec. sto,0.00,Solar,#FFFF00,TWh
Solar,Heat LT Dec,0.30,Solar,#FFFF00,TWh
Geothermal,DHN,0.03,Geothermal,#FF0000,TWh
Waste,CHP,8.94,Waste,#808000,TWh
Imp. Oil,Oil,171.90,Oil,#8B008B,TWh
Oil,Boilers,99.53,Oil,#8B008B,TWh
Wood,CHP,0.53,Wood,#CD853F,TWh
Wood,Boilers,19.34,Wood,#CD853F,TWh
Wet biomass,Biomethanation,6.84,Wood,#CD853F,TWh
Biomethanation,Gas Prod,2.04,GAS,#FFD700,TWh
Elec,Mob public,1.05,Electricity,#00BFFF,TWh
Elec,Freight,0.59,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.15,Electricity,#00BFFF,TWh
Elec,Curt.,0.77,Electricity,#00BFFF,TWh
Elec,Elec demand,80.86,Electricity,#00BFFF,TWh
Wind,Curt.,0.31,Wind,#27AE34,TWh
Elec,Storage,0.97,Electricity,#00BFFF,TWh
Storage,Elec demand,0.62,Electricity,#00BFFF,TWh
Elec,HPs,0.68,Electricity,#00BFFF,TWh
H2 prod,H2,3.85,H2,#FF00FF,TWh
CHP,Elec,10.90,Electricity,#00BFFF,TWh
CHP,Dec. sto,0.00,Heat LT,#FA8072,TWh
CHP,Heat LT Dec,1.09,Heat LT,#FA8072,TWh
CHP,DHN,1.98,Heat LT,#FA8072,TWh
CHP,Heat HT,10.14,Heat HT,#DC143C,TWh
HPs,Heat LT Dec,1.79,Heat LT,#FA8072,TWh
HPs,DHN,0.14,Heat LT,#FA8072,TWh
Boilers,Dec. sto,0.00,Heat LT,#FA8072,TWh
Boilers,Heat LT Dec,130.43,Heat LT,#FA8072,TWh
Boilers,DHN,0.27,Heat LT,#FA8072,TWh
Boilers,Heat HT,53.10,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,2.73,Heat LT,#FA8072,TWh
DHN,Loss DHN,0.14,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,62.56,Heat HT,#DC143C,TWh
