source,target,realValue,layerID,layerColor,layerUnit
Ammonia,Non-energy demand,0.08,Ammonia,#000ECD,TWh
H2,Haber-Bosch,0.09,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.01,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.01,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,0.08,Ammonia,#000ECD,TWh
Gas,Methane-to-Methanol,1.73,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,1.13,Methanol,#CC0066,TWh
Methanol,Non-energy demand,0.05,Methanol,#CC0066,TWh
Methanol,MTO,1.08,Methanol,#CC0066,TWh
Heat HT,MTO,0.29,Heat HT,#DC143C,TWh
MTO,HVC,0.87,HVC,#00FFFF,TWh
HVC,Non-energy demand,0.87,HVC,#00FFFF,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,1.73,GAS,#FFD700,TWh
Uranium,Elec,39.73,Nuclear,#FFC0CB,TWh
Wind,Elec,10.68,Wind,#27AE34,TWh
Hydro River,Elec,16.11,Hydro River,#0000FF,TWh
Wood,H2 prod,3.36,Wood,#CD853F,TWh
Wood be.,Wood,13.72,Wood,#CD853F,TWh
Wood,Boilers,10.36,Wood,#CD853F,TWh
Wet biomass,Biomethanation,5.80,Wood,#CD853F,TWh
Biomethanation,Gas Prod,1.73,GAS,#FFD700,TWh
Elec,Mob priv,25.17,Electricity,#00BFFF,TWh
Elec,Freight,0.71,Electricity,#00BFFF,TWh
Elec,Exp & Loss,5.51,Electricity,#00BFFF,TWh
Elec,Elec demand,28.63,Electricity,#00BFFF,TWh
Elec,Storage,8.07,Electricity,#00BFFF,TWh
Storage,Elec demand,7.98,Electricity,#00BFFF,TWh
Elec,HPs,19.74,Electricity,#00BFFF,TWh
Elec,Heat HT,12.82,Electricity,#00BFFF,TWh
Elec,Electrolyser,13.63,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,2.41,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,12.67,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.24,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,14.11,H2,#FF00FF,TWh
H2,Freight,14.03,H2,#FF00FF,TWh
HPs,Dec. sto,11.32,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,32.21,Heat LT,#FA8072,TWh
HPs,DHN,19.39,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,10.52,Heat LT,#FA8072,TWh
Boilers,DHN,0.06,Heat LT,#FA8072,TWh
Boilers,Heat HT,8.90,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,13.91,Heat LT,#FA8072,TWh
DHN,Loss DHN,0.98,Heat LT,#FA8072,TWh
DHN,DHN Sto,4.80,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,4.40,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,19.02,Heat HT,#DC143C,TWh
