source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia,Ammonia,1.83,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,9.81,Ammonia,#000ECD,TWh
H2,Haber-Bosch,9.01,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.98,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.07,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,7.98,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,1.48,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.48,Methanol,#CC0066,TWh
Oil,NSC,72.37,Naphtha,#8B008B,TWh
Elec,NSC,0.84,Electricity,#00BFFF,TWh
Heat HT,NSC,0.69,Heat HT,#DC143C,TWh
NSC,HVC,39.80,HVC,#00FFFF,TWh
HVC,Non-energy demand,39.80,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,7.67,Gasoline,#808080,TWh
Gasoline,Mob priv,-7.67,Gasoline,#808080,TWh
Imp. Diesel,Diesel,82.17,Diesel,#D3D3D3,TWh
Diesel,Mob priv,49.65,Diesel,#D3D3D3,TWh
Diesel,Mob public,3.67,Diesel,#D3D3D3,TWh
Diesel,Freight,28.85,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,120.32,Gas,#FFD700,TWh
Gas Prod,Gas,2.03,GAS,#FFD700,TWh
Gas,Mob public,0.94,GAS,#FFD700,TWh
Gas,Freight,1.71,GAS,#FFD700,TWh
Gas,H2 prod,12.30,GAS,#FFD700,TWh
Gas,Elec,20.29,GAS,#FFD700,TWh
Gas,CHP,19.36,GAS,#FFD700,TWh
Gas,Boilers,67.75,GAS,#FFD700,TWh
Electricity,Elec,15.60,Electricity,#00BFFF,TWh
Uranium,Elec,129.59,Nuclear,#FFC0CB,TWh
Wind,Elec,4.99,Wind,#27AE34,TWh
Hydro River,Elec,0.44,Hydro River,#0000FF,TWh
Coal,Elec,5.74,Coal,#A0522D,TWh
Coal,Boilers,26.40,Coal,#A0522D,TWh
Solar,Elec,4.00,Solar,#FFFF00,TWh
Solar,Dec. sto,0.00,Solar,#FFFF00,TWh
Solar,Heat LT Dec,0.29,Solar,#FFFF00,TWh
Geothermal,DHN,0.03,Geothermal,#FF0000,TWh
Waste,CHP,9.35,Waste,#808000,TWh
Imp. Oil,Oil,163.27,Oil,#8B008B,TWh
Oil,Boilers,90.90,Oil,#8B008B,TWh
Wood,CHP,0.08,Wood,#CD853F,TWh
Wood,Boilers,19.34,Wood,#CD853F,TWh
Wet biomass,Biomethanation,6.81,Wood,#CD853F,TWh
Biomethanation,Gas Prod,2.03,GAS,#FFD700,TWh
Elec,Mob public,0.98,Electricity,#00BFFF,TWh
Elec,Freight,0.59,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.16,Electricity,#00BFFF,TWh
Elec,Curt.,0.46,Electricity,#00BFFF,TWh
Elec,Elec demand,80.74,Electricity,#00BFFF,TWh
Wind,Curt.,0.24,Wind,#27AE34,TWh
Elec,Storage,1.04,Electricity,#00BFFF,TWh
Storage,Elec demand,0.74,Electricity,#00BFFF,TWh
Elec,HPs,0.68,Electricity,#00BFFF,TWh
H2 prod,H2,9.01,H2,#FF00FF,TWh
CHP,Elec,10.52,Electricity,#00BFFF,TWh
CHP,Dec. sto,0.00,Heat LT,#FA8072,TWh
CHP,Heat LT Dec,1.13,Heat LT,#FA8072,TWh
CHP,DHN,1.58,Heat LT,#FA8072,TWh
CHP,Heat HT,10.14,Heat HT,#DC143C,TWh
HPs,Heat LT Dec,1.79,Heat LT,#FA8072,TWh
HPs,DHN,0.13,Heat LT,#FA8072,TWh
Boilers,Dec. sto,0.00,Heat LT,#FA8072,TWh
Boilers,Heat LT Dec,130.39,Heat LT,#FA8072,TWh
Boilers,DHN,0.05,Heat LT,#FA8072,TWh
Boilers,Heat HT,53.10,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,2.73,Heat LT,#FA8072,TWh
DHN,Loss DHN,0.14,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,62.56,Heat HT,#DC143C,TWh
