Name	Crit_1_constr	Crit_1_op
NUCLEAR	257.737500	0.000000
CCGT	96.677999	0.000000
CCGT_AMMONIA	0.000000	0.000000
COAL_US	12.273714	0.000000
COAL_IGCC	0.000000	0.000000
PV	687.486003	0.000000
WIND_ONSHORE	119.678993	0.000000
WIND_OFFSHORE	64.938000	0.000000
HYDRO_RIVER	23.705108	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	66.329999	0.000000
IND_COGEN_WOOD	0.000000	0.000000
IND_COGEN_WASTE	39.093600	0.000000
IND_BOILER_GAS	8.234823	0.000000
IND_BOILER_WOOD	0.000000	0.000000
IND_BOILER_OIL	4.613647	0.000000
IND_BOILER_COAL	23.840000	0.000000
IND_BOILER_WASTE	0.000000	0.000000
IND_DIRECT_ELEC	0.000000	0.000000
DHN_HP_ELEC	0.373120	0.000000
DHN_COGEN_GAS	8.511600	0.000000
DHN_COGEN_WOOD	1.854960	0.000000
DHN_COGEN_WASTE	4.659178	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000000	0.000000
DHN_BOILER_GAS	0.826165	0.000000
DHN_BOILER_WOOD	0.000000	0.000000
DHN_BOILER_OIL	0.203859	0.000000
DHN_DEEP_GEO	1.441664	0.000000
DHN_SOLAR	0.000000	0.000000
DEC_HP_ELEC	6.960667	0.000000
DEC_THHP_GAS	0.000000	0.000000
DEC_COGEN_GAS	26.180001	0.000000
DEC_COGEN_OIL	0.000000	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000
DEC_BOILER_GAS	203.595883	0.000000
DEC_BOILER_WOOD	74.864118	0.000000
DEC_BOILER_OIL	224.823529	0.000000
DEC_SOLAR	49.822506	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000
TRAMWAY_TROLLEY	1.149240	0.000000
BUS_COACH_DIESEL	144.273340	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	30.653333	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
BUS_COACH_ELECTRIC	0.000000	0.000000
TRAIN_PUB	38.376626	0.000000
CAR_GASOLINE	9747.581401	0.000000
CAR_DIESEL	17070.235242	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
TRAIN_FREIGHT	12.114290	0.000000
BOAT_FREIGHT_DIESEL	29.838462	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	1067.412554	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_ELEC	0.000000	0.000000
TRUCK_NG	51.677999	0.000000
HABER_BOSCH	55.483000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	300.295602	0.000000
GAS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
ADLIBIO_TO_HVC	0.000000	0.000000
PHS	1.888320	0.000000
BATT_LI	0.000000	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000
