source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.20,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,59.17,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,Freight,12.42,Methanol,#CC0066,TWh
Methanol,MTO,48.29,Methanol,#CC0066,TWh
Heat HT,MTO,12.84,Heat HT,#DC143C,TWh
MTO,HVC,38.91,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Diesel,Diesel,14.14,Diesel,#D3D3D3,TWh
Diesel,Freight,14.14,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,101.87,Gas,#FFD700,TWh
Gas Prod,Gas sto.,2.70,GAS,#FFD700,TWh
Gas sto.,Gas,2.64,GAS,#FFD700,TWh
Gas Prod,Gas,13.76,GAS,#FFD700,TWh
Gas,Mob public,14.17,GAS,#FFD700,TWh
Gas,CHP,87.32,GAS,#FFD700,TWh
Gas,HPs,5.29,GAS,#FFD700,TWh
Gas,Boilers,11.50,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.89,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Coal,Boilers,14.49,Coal,#A0522D,TWh
Solar,Elec,39.30,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Wood,H2 prod,24.82,Wood,#CD853F,TWh
Wood prod.,Wood,27.61,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wood,Adlibio to fuel,18.69,Wood,#CD853F,TWh
H2,Adlibio to fuel,7.66,H2,#FF00FF,TWh
Adlibio to fuel,Gasoline,11.18,GASOLINE,#8080800,TWh
Adlibio to fuel,Heat HT,14.29,HEAT_HIGH_T,#DC143C,TWh
Wood,Adlibio to hvc,7.50,Wood,#CD853F,TWh
H2,Adlibio to hvc,3.07,H2,#FF00FF,TWh
Adlibio to hvc,HVC,2.47,HVC,#00FFFF,TWh
Adlibio to hvc,Heat HT,5.69,HEAT_HIGH_T,#DC143C,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Gasoline,Mob priv,11.18,GASOLINE,#8080800,TWh
Elec,Mob public,1.42,Electricity,#00BFFF,TWh
Elec,Freight,1.45,Electricity,#00BFFF,TWh
Elec,Exp & Loss,6.98,Electricity,#00BFFF,TWh
Elec,Curt.,0.87,Electricity,#00BFFF,TWh
Elec,Elec demand,96.49,Electricity,#00BFFF,TWh
Solar,Curt.,0.74,Solar,#FFFF00,TWh
Wind,Curt.,4.07,Wind,#27AE34,TWh
Elec,Storage,1.06,Electricity,#00BFFF,TWh
Storage,Elec demand,0.79,Electricity,#00BFFF,TWh
Elec,HPs,29.54,Electricity,#00BFFF,TWh
Elec,HT sto,1.26,Electricity,#00BFFF,TWh
HT sto,Heat HT,1.25,Heat HT,#DC143C,TWh
Elec,Heat HT,-0.61,Electricity,#00BFFF,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,10.73,H2,#FF00FF,TWh
CHP,Elec,41.44,Electricity,#00BFFF,TWh
CHP,DHN,20.13,Heat LT,#FA8072,TWh
CHP,Heat HT,17.01,Heat HT,#DC143C,TWh
HPs,Dec. sto,15.01,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,61.57,Heat LT,#FA8072,TWh
HPs,DHN,26.66,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,13.89,Heat LT,#FA8072,TWh
Boilers,Heat HT,37.14,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,36.90,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,7.55,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,7.41,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
