source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,7.82,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,2.68,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.29,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.32,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,2.37,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,56.02,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,MTO,51.36,Methanol,#CC0066,TWh
Heat HT,MTO,13.65,Heat HT,#DC143C,TWh
MTO,HVC,41.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,11.18,Gasoline,#808080,TWh
Gasoline,Mob priv,-11.18,Gasoline,#808080,TWh
Imp. Diesel,Diesel,14.14,Diesel,#D3D3D3,TWh
Diesel,Freight,14.14,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,96.37,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,CHP,95.09,GAS,#FFD700,TWh
Gas,Boilers,17.73,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.50,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,56.74,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Wood,H2 prod,23.40,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,1.45,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.76,Electricity,#00BFFF,TWh
Elec,Curt.,2.31,Electricity,#00BFFF,TWh
Elec,Elec demand,96.40,Electricity,#00BFFF,TWh
Solar,Curt.,2.04,Solar,#FFFF00,TWh
Wind,Curt.,4.47,Wind,#27AE34,TWh
Elec,Storage,1.18,Electricity,#00BFFF,TWh
Storage,Elec demand,0.88,Electricity,#00BFFF,TWh
Elec,HPs,36.30,Electricity,#00BFFF,TWh
Elec,HT sto,7.35,Electricity,#00BFFF,TWh
HT sto,Heat HT,7.27,Heat HT,#DC143C,TWh
Elec,Heat HT,-2.17,Electricity,#00BFFF,TWh
Elec,Electrolyser,0.66,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,0.12,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,0.61,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.01,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.03,H2,#FF00FF,TWh
H2 sto.,H2,0.02,H2,#FF00FF,TWh
H2 prod,H2,10.71,H2,#FF00FF,TWh
H2,Freight,4.64,H2,#FF00FF,TWh
CHP,Elec,42.38,Electricity,#00BFFF,TWh
CHP,DHN,3.63,Heat LT,#FA8072,TWh
CHP,Heat HT,39.57,Heat HT,#DC143C,TWh
HPs,Dec. sto,17.30,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,59.44,Heat LT,#FA8072,TWh
HPs,DHN,42.90,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,16.01,Heat LT,#FA8072,TWh
Boilers,Heat HT,31.04,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,31.31,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,13.20,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,13.00,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
