source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.56,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.56,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,34.25,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,0.90,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,0.59,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.60,Methanol,#CC0066,TWh
Methanol,MTO,30.09,Methanol,#CC0066,TWh
Heat HT,MTO,8.00,Heat HT,#DC143C,TWh
MTO,HVC,24.25,HVC,#00FFFF,TWh
HVC,Non-energy demand,42.85,HVC,#00FFFF,TWh
Imp. Gas,Gas,4.22,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,CHP,19.78,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,42.60,Wind,#27AE34,TWh
Hydro River,Elec,0.49,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Wood prod.,Wood,33.18,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wood,Adlibio to hvc,56.58,Wood,#CD853F,TWh
H2,Adlibio to hvc,23.19,H2,#FF00FF,TWh
Adlibio to hvc,HVC,18.61,HVC,#00FFFF,TWh
Adlibio to hvc,Heat HT,42.93,HEAT_HIGH_T,#DC143C,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,10.11,Electricity,#00BFFF,TWh
Elec,Mob public,3.66,Electricity,#00BFFF,TWh
Elec,Freight,1.42,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.19,Electricity,#00BFFF,TWh
Elec,Elec demand,101.00,Electricity,#00BFFF,TWh
Wind,Curt.,0.36,Wind,#27AE34,TWh
Elec,Storage,4.80,Electricity,#00BFFF,TWh
Storage,Elec demand,4.17,Electricity,#00BFFF,TWh
Elec,HPs,29.92,Electricity,#00BFFF,TWh
Elec,HT sto,7.58,Electricity,#00BFFF,TWh
HT sto,Heat HT,7.43,Heat HT,#DC143C,TWh
Elec,Heat HT,5.26,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,62.70,H2,#FF00FF,TWh
H2 prod,H2 sto.,2.68,H2,#FF00FF,TWh
H2 sto.,H2,2.32,H2,#FF00FF,TWh
H2 prod,H2,-2.68,H2,#FF00FF,TWh
H2,CHP,55.00,H2,#FF00FF,TWh
H2,Freight,15.57,H2,#FF00FF,TWh
CHP,Elec,40.60,Electricity,#00BFFF,TWh
CHP,Dec. sto,1.72,Heat LT,#FA8072,TWh
CHP,Heat LT Dec,10.38,Heat LT,#FA8072,TWh
CHP,Heat HT,9.10,Heat HT,#DC143C,TWh
HPs,Dec. sto,11.79,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,49.51,Heat LT,#FA8072,TWh
HPs,DHN,44.90,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,12.39,Heat LT,#FA8072,TWh
DHN,Heat LT DHN,30.85,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.24,Heat LT,#FA8072,TWh
DHN,DHN Sto,11.81,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,11.60,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,56.71,Heat HT,#DC143C,TWh
