Name	Used	Potential
ELECTRICITY	27567.311449	27567.311340
GASOLINE	0.000152	Infinity
DIESEL	0.000140	Infinity
BIOETHANOL	0.002676	Infinity
BIODIESEL	0.002665	Infinity
BIODIESEL_BE	0.000178	Infinity
LFO	0.000208	Infinity
LFO_RE_BE	0.000044	Infinity
GAS	39396.349552	Infinity
GAS_RE_IMPORT	0.000001	Infinity
GAS_RE_BE	0.000129	Infinity
WOOD	23400.001916	23400.000000
WOOD_PRODUCTION	0.000000	0.000000
WET_BIOMASS	38900.001907	38900.000000
COAL	0.000000	0.000000
URANIUM	0.000000	Infinity
WASTE	17800.000425	17800.000000
H2	0.000000	Infinity
H2_RE_IMPORT	0.000002	Infinity
H2_RE_BE	17837.106922	Infinity
AMMONIA	0.000026	Infinity
METHANOL	0.000073	Infinity
AMMONIA_RE_IMPORT	0.000320	Infinity
AMMONIA_RE_BE	54307.763060	Infinity
METHANOL_RE_IMPORT	54784.358341	Infinity
METHANOL_RE_BE	0.000234	Infinity
ELEC_EXPORT	15.861277	Infinity
CO2_EMISSIONS	36205.299328	Infinity
RES_WIND	40735.382412	Infinity
RES_SOLAR	61520.759673	Infinity
RES_HYDRO	485.772136	Infinity
RES_GEO	0.000000	Infinity
CO2_ATM	0.002405	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
