Name	Used	Potential
AMMONIA	0.000207	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	10198.139914	Infinity
BIODIESEL	0.000839	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000913	Infinity
CO2_ATM	0.000115	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	43802.498940	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.002760	33354.999440
DIESEL	14135.972043	Infinity
ELEC_EXPORT	1752.711410	Infinity
ELECTRICITY	27567.311299	27567.311340
GAS	105237.420367	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000002	Infinity
GASOLINE	0.008132	Infinity
H2	0.000008	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000000	Infinity
LFO	0.003840	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	56020.909085	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000313	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	461.938754	Infinity
RES_SOLAR	48765.477860	Infinity
RES_WIND	38642.932310	Infinity
URANIUM	0.000000	Infinity
WASTE	17799.974846	17800.000000
WET_BIOMASS	38899.999694	38900.000000
WOOD	23399.996378	23400.000000
WOOD_PRODUCTION	4956.749898	70200.000000
