source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,0.13,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,9.42,Ammonia,#000ECD,TWh
H2,Haber-Bosch,10.50,H2,#FF00FF,TWh
Elec,Haber-Bosch,1.14,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.25,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,9.29,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,0.69,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,73.51,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,48.08,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.42,Methanol,#CC0066,TWh
Methanol,MTO,47.35,Methanol,#CC0066,TWh
Heat HT,MTO,12.59,Heat HT,#DC143C,TWh
MTO,HVC,38.15,HVC,#00FFFF,TWh
HVC,Non-energy demand,38.15,HVC,#00FFFF,TWh
Gas Prod,Gas,75.43,GAS,#FFD700,TWh
Gas,Freight,1.92,GAS,#FFD700,TWh
Wind,Elec,319.11,Wind,#27AE34,TWh
Hydro River,Elec,20.67,Hydro River,#0000FF,TWh
Solar,Elec,289.13,Solar,#FFFF00,TWh
Wood,H2 prod,99.91,Wood,#CD853F,TWh
Wood be.,Wood,99.91,Wood,#CD853F,TWh
Wet biomass,Biomethanation,41.21,Wood,#CD853F,TWh
Biomethanation,Gas Prod,12.32,GAS,#FFD700,TWh
Elec,Mob priv,113.91,Electricity,#00BFFF,TWh
Elec,Freight,5.34,Electricity,#00BFFF,TWh
Elec,Exp & Loss,33.97,Electricity,#00BFFF,TWh
Elec,Elec demand,-5.63,Electricity,#00BFFF,TWh
Wind,Curt.,17.43,Wind,#27AE34,TWh
Elec,Storage,136.90,Electricity,#00BFFF,TWh
Storage,Elec demand,135.51,Electricity,#00BFFF,TWh
Elec,HPs,78.76,Electricity,#00BFFF,TWh
Elec,Heat HT,175.13,Electricity,#00BFFF,TWh
Elec,Electrolyser,152.59,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,26.93,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,141.82,Electricity,#00BFFF,TWh
Electrolyser,DHN,2.69,Heat LT,#FA8072,TWh
H2 prod,H2,184.79,H2,#FF00FF,TWh
H2,Freight,98.55,H2,#FF00FF,TWh
H2,Gas Prod,75.74,H2,#FF00FF,TWh
HPs,Dec. sto,45.66,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,140.46,Heat LT,#FA8072,TWh
HPs,DHN,60.81,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,42.42,Heat LT,#FA8072,TWh
DHN,Heat LT DHN,58.86,Heat LT,#FA8072,TWh
DHN,Loss DHN,4.17,Heat LT,#FA8072,TWh
DHN,DHN Sto,20.34,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,19.51,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,135.61,Heat HT,#DC143C,TWh
