Name	Used	Potential
AMMONIA	0.000566	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	10198.124230	Infinity
BIODIESEL	0.001723	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.002112	Infinity
CO2_ATM	0.001148	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	43273.439413	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.005471	33354.999440
DIESEL	14135.972671	Infinity
ELEC_EXPORT	2551.155801	Infinity
ELECTRICITY	27567.311747	27567.311340
GAS	97701.023255	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000003	Infinity
GASOLINE	11178.015281	Infinity
H2	0.000006	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	289.383909	Infinity
LFO	0.010946	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	50206.526468	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000660	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	457.231706	Infinity
RES_SOLAR	55651.656927	Infinity
RES_WIND	38596.143299	Infinity
URANIUM	0.000000	Infinity
WASTE	15464.476670	17800.000000
WET_BIOMASS	38900.001740	38900.000000
WOOD	23400.000592	23400.000000
WOOD_PRODUCTION	1276.471424	70200.000000
