Name	Crit_1_constr	Crit_1_op
NUCLEAR	0.000000	0.000000
CCGT	0.000006	0.000000
CCGT_AMMONIA	64.928982	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	10580.489887	0.000000
WIND_ONSHORE	956.666667	0.000000
WIND_OFFSHORE	548.000000	0.000000
HYDRO_RIVER	23.747500	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	352.113931	0.000000
IND_COGEN_WOOD	0.000006	0.000000
IND_COGEN_WASTE	0.000004	0.000000
IND_BOILER_GAS	17.407601	0.000000
IND_BOILER_WOOD	0.000023	0.000000
IND_BOILER_OIL	0.000007	0.000000
IND_BOILER_COAL	0.000000	0.000000
IND_BOILER_WASTE	48.342355	0.000000
IND_DIRECT_ELEC	3.438581	0.000000
DHN_HP_ELEC	63.083920	0.000000
DHN_COGEN_GAS	0.000004	0.000000
DHN_COGEN_WOOD	0.000003	0.000000
DHN_COGEN_WASTE	0.000004	0.000000
DHN_COGEN_WET_BIOMASS	0.000004	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000003	0.000000
DHN_BOILER_GAS	0.000001	0.000000
DHN_BOILER_WOOD	0.000006	0.000000
DHN_BOILER_OIL	0.000001	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000002	0.000000
DEC_HP_ELEC	218.977574	0.000000
DEC_THHP_GAS	0.000064	0.000000
DEC_COGEN_GAS	0.000011	0.000000
DEC_COGEN_OIL	0.000010	0.000000
DEC_ADVCOGEN_GAS	0.000013	0.000000
DEC_ADVCOGEN_H2	0.000015	0.000000
DEC_BOILER_GAS	0.000014	0.000000
DEC_BOILER_WOOD	0.000006	0.000000
DEC_BOILER_OIL	0.000011	0.000000
DEC_SOLAR	0.000066	0.000000
DEC_DIRECT_ELEC	0.000003	0.000000
TRAMWAY_TROLLEY	19.430526	0.000000
BUS_COACH_DIESEL	0.000001	0.000000
BUS_COACH_HYDIESEL	0.000001	0.000000
BUS_COACH_CNG_STOICH	0.000002	0.000000
BUS_COACH_FC_HYBRIDH2	0.000005	0.000000
BUS_COACH_ELECTRIC	165.700672	0.000000
TRAIN_PUB	125.997704	0.000000
CAR_GASOLINE	0.000002	0.000000
CAR_DIESEL	0.000002	0.000000
CAR_NG	0.000002	0.000000
CAR_METHANOL	0.000002	0.000000
CAR_HEV	0.000003	0.000000
CAR_PHEV	0.001177	0.000000
CAR_BEV	13944.811111	0.000000
CAR_FUEL_CELL	0.000004	0.000000
TRAIN_FREIGHT	36.719497	0.000000
BOAT_FREIGHT_DIESEL	0.000062	0.000000
BOAT_FREIGHT_NG	75.833148	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	1262.672275	0.000000
TRUCK_ELEC	0.000009	0.000000
TRUCK_NG	0.000000	0.000000
HABER_BOSCH	0.000008	0.000000
SYN_METHANOLATION	0.000009	0.000000
METHANE_TO_METHANOL	28.862096	0.000000
BIOMASS_TO_METHANOL	0.000002	0.000000
OIL_TO_HVC	0.000021	0.000000
GAS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	240.200035	0.000000
ADLIBIO_TO_FUEL	0.000148	0.000000
PHS	1.600000	0.000000
BATT_LI	67.186002	0.000000
BEV_BATT	984892.312417	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000043	0.000000
TS_DEC_HP_ELEC	68.565131	0.000000
TS_DEC_THHP_GAS	0.000043	0.000000
TS_DEC_COGEN_GAS	0.000043	0.000000
TS_DEC_COGEN_OIL	0.000043	0.000000
TS_DEC_ADVCOGEN_GAS	0.000043	0.000000
TS_DEC_ADVCOGEN_H2	0.000043	0.000000
TS_DEC_BOILER_GAS	0.000043	0.000000
TS_DEC_BOILER_WOOD	0.000043	0.000000
TS_DEC_BOILER_OIL	0.000043	0.000000
TS_DHN_DAILY	0.001831	0.000000
TS_DHN_SEASONAL	241.699779	0.000000
TS_HIGH_TEMP	787.603688	0.000000
GAS_STORAGE	0.169268	0.000000
H2_STORAGE	0.000040	0.000000
DIESEL_STORAGE	0.000165	0.000000
GASOLINE_STORAGE	0.001653	0.000000
LFO_STORAGE	0.000170	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000001	0.000000
ADLIBIO_TO_HVC	0.000087	0.000000
AMMONIA_TO_H2	0.000028	0.000000
ATM_CCS	0.000008	0.000000
BIO_HYDROLYSIS	80.586624	0.000000
BIOMETHANATION	0.000080	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000
GRID	0.000000	0.000000
H2_BIOMASS	30.235421	0.000000
H2_ELECTROLYSIS	494.006739	0.000000
INDUSTRY_CCS	0.000003	0.000000
REDIFUEL	0.000011	0.000000
SMR	0.000036	0.000000
SYN_METHANATION	0.000007	0.000000
ELECTRICITY	0.000000	3390.779279
GASOLINE	0.000000	0.000038
DIESEL	0.000000	0.000113
BIOETHANOL	0.000000	0.000057
BIODIESEL	0.000000	0.000613
BIODIESEL_BE	0.000000	0.000000
LFO	0.000000	0.000348
LFO_RE_BE	0.000000	0.000000
GAS	0.000000	4514.232727
GAS_RE_IMPORT	0.000000	0.001828
GAS_RE_BE	0.000000	0.000000
WOOD	0.000000	1148.939996
WOOD_PRODUCTION	0.000000	0.000000
WET_BIOMASS	0.000000	2174.510001
COAL	0.000000	0.000000
URANIUM	0.000000	0.000000
WASTE	0.000000	1027.059990
H2	0.000000	0.000000
H2_RE_IMPORT	0.000000	0.000006
H2_RE_BE	0.000000	0.000000
AMMONIA	0.000000	0.000005
METHANOL	0.000000	0.000019
AMMONIA_RE_IMPORT	0.000000	0.001969
AMMONIA_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000000	143968.612630
METHANOL_RE_BE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
