Name	Used	Potential
AMMONIA	0.000320	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	1363.807549	Infinity
BIODIESEL	0.000541	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000382	Infinity
CO2_ATM	0.000152	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	53216.336737	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	31642.007894	33354.999440
DIESEL	0.001778	Infinity
ELEC_EXPORT	0.000277	Infinity
ELECTRICITY	26695.864720	26695.865580
GAS	83182.646625	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.004075	Infinity
GASOLINE	0.000336	Infinity
H2	0.000009	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.012941	Infinity
LFO	0.003796	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	79626.547629	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000196	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	496.341242	Infinity
RES_SOLAR	61534.814575	Infinity
RES_WIND	42965.113006	Infinity
URANIUM	0.000000	Infinity
WASTE	17799.993560	17800.000000
WET_BIOMASS	38900.000021	38900.000000
WOOD	23399.999708	23400.000000
WOOD_PRODUCTION	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
