source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,0.08,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,0.08,Ammonia,#000ECD,TWh
Imp. Methanol RE,Methanol,1.13,Methanol,#CC0066,TWh
Methanol,Non-energy demand,0.05,Methanol,#CC0066,TWh
Methanol,MTO,1.08,Methanol,#CC0066,TWh
Heat HT,MTO,0.29,Heat HT,#DC143C,TWh
MTO,HVC,0.87,HVC,#00FFFF,TWh
HVC,Non-energy demand,0.87,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,20.18,Gasoline,#808080,TWh
Gasoline,Mob priv,-20.18,Gasoline,#808080,TWh
Imp. Diesel,Diesel,13.08,Diesel,#D3D3D3,TWh
Diesel,Mob priv,13.08,Diesel,#D3D3D3,TWh
Imp. Gas RE,Gas,49.94,Gas,#FFD700,TWh
Gas Prod,Gas,39.30,GAS,#FFD700,TWh
Uranium,Elec,39.75,Nuclear,#FFC0CB,TWh
Wind,Elec,10.68,Wind,#27AE34,TWh
Hydro River,Elec,19.72,Hydro River,#0000FF,TWh
Solar,Elec,24.75,Solar,#FFFF00,TWh
Geothermal,Elec,5.21,Geothermal,#FF0000,TWh
Wood,H2 prod,1.00,Wood,#CD853F,TWh
Wood be.,Wood,1.00,Wood,#CD853F,TWh
Wet biomass,Biomethanation,41.21,Wood,#CD853F,TWh
Biomethanation,Gas Prod,12.32,GAS,#FFD700,TWh
Elec,Mob priv,12.58,Electricity,#00BFFF,TWh
Gasoline,Mob priv,15.04,GASOLINE,#8080800,TWh
Elec,Freight,8.46,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.09,Electricity,#00BFFF,TWh
Elec,Elec demand,22.12,Electricity,#00BFFF,TWh
Elec,Storage,14.64,Electricity,#00BFFF,TWh
Storage,Elec demand,14.50,Electricity,#00BFFF,TWh
Elec,HPs,17.69,Electricity,#00BFFF,TWh
Elec,Heat HT,25.38,Electricity,#00BFFF,TWh
Elec,Electrolyser,34.38,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,6.07,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,31.95,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.61,Heat LT,#FA8072,TWh
H2 prod,H2,32.38,H2,#FF00FF,TWh
H2,Gas Prod,32.38,H2,#FF00FF,TWh
HPs,Dec. sto,2.38,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,40.41,Heat LT,#FA8072,TWh
HPs,DHN,12.33,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,2.31,Heat LT,#FA8072,TWh
DHN,Heat LT DHN,14.53,Heat LT,#FA8072,TWh
DHN,Loss DHN,1.04,Heat LT,#FA8072,TWh
DHN,DHN Sto,5.32,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,3.78,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,19.02,Heat HT,#DC143C,TWh
