Name	Used	Potential
AMMONIA	0.000439	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	2082.635744	Infinity
BIODIESEL	0.000462	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000741	Infinity
CO2_ATM	0.000254	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	49929.167706	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	14361.113194	33354.999440
DIESEL	18790.733710	Infinity
ELEC_EXPORT	0.008935	Infinity
ELECTRICITY	26695.865568	26695.865580
GAS	143903.595573	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000017	Infinity
GASOLINE	10393.579299	Infinity
H2	0.000015	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000011	Infinity
LFO	0.001177	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	55820.043831	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000192	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	487.524681	Infinity
RES_SOLAR	19096.787837	Infinity
RES_WIND	41624.372697	Infinity
URANIUM	0.000000	Infinity
WASTE	17799.999317	17800.000000
WET_BIOMASS	38900.000209	38900.000000
WOOD	23399.999932	23400.000000
WOOD_PRODUCTION	0.001166	70200.000000
