source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia,Ammonia,0.08,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,0.08,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,0.09,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,1.59,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,1.04,Methanol,#CC0066,TWh
Methanol,Non-energy demand,0.05,Methanol,#CC0066,TWh
Methanol,MTO,1.08,Methanol,#CC0066,TWh
Heat HT,MTO,0.29,Heat HT,#DC143C,TWh
MTO,HVC,0.87,HVC,#00FFFF,TWh
HVC,Non-energy demand,0.87,HVC,#00FFFF,TWh
Imp. Bio-ethanol,Gasoline,30.74,Gasoline,#808080,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,22.58,GAS,#FFD700,TWh
Gas,Mob priv,20.94,GAS,#FFD700,TWh
Gas,Boilers,0.04,GAS,#FFD700,TWh
Hydro River,Elec,19.72,Hydro River,#0000FF,TWh
Wood,H2 prod,9.31,Wood,#CD853F,TWh
Wood be.,Wood,36.79,Wood,#CD853F,TWh
Wood,Boilers,27.48,Wood,#CD853F,TWh
Elec,Freight,8.46,Electricity,#00BFFF,TWh
Elec,Exp & Loss,4.43,Electricity,#00BFFF,TWh
Elec,Elec demand,27.73,Electricity,#00BFFF,TWh
Elec,Storage,8.98,Electricity,#00BFFF,TWh
Storage,Elec demand,8.89,Electricity,#00BFFF,TWh
Elec,HPs,18.36,Electricity,#00BFFF,TWh
Elec,Electrolyser,25.22,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,4.45,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,23.44,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.44,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,3.04,H2,#FF00FF,TWh
H2 sto.,H2,2.63,H2,#FF00FF,TWh
H2 prod,H2,24.41,H2,#FF00FF,TWh
H2,Gas Prod,27.09,H2,#FF00FF,TWh
HPs,Dec. sto,1.37,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,41.38,Heat LT,#FA8072,TWh
HPs,DHN,15.04,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,1.34,Heat LT,#FA8072,TWh
Boilers,DHN,0.04,Heat LT,#FA8072,TWh
Boilers,Heat HT,23.76,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,16.05,Heat LT,#FA8072,TWh
DHN,Loss DHN,1.11,Heat LT,#FA8072,TWh
DHN,DHN Sto,5.02,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,2.26,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,19.02,Heat HT,#DC143C,TWh
