Name	Used	Potential
AMMONIA	0.000034	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	76.906606	Infinity
BIODIESEL	0.000011	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000011	Infinity
CO2_ATM	5397.020450	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	13998.607330	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000000	0.000000
DIESEL	13081.769109	Infinity
ELEC_EXPORT	0.000168	Infinity
ELECTRICITY	0.000984	26695.865580
GAS	0.000000	1500000.000000
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	49935.614239	Infinity
GASOLINE	20178.407663	Infinity
H2	0.000000	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000001	Infinity
LFO	0.000321	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	0.000135	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	1133.678359	Infinity
RES_GEO	5212.199859	Infinity
RES_HYDRO	94350.455858	Infinity
RES_SOLAR	24747.000432	Infinity
RES_WIND	10678.439887	Infinity
URANIUM	39745.966143	Infinity
WASTE	0.000137	38204.550000
WET_BIOMASS	41212.559614	41212.559600
WOOD	1000.000010	1000.000000
WOOD_PRODUCTION	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
