Name	GWP_constr	GWP_op
NUCLEAR	0.000000	0.000000
CCGT	0.000010	0.000000
CCGT_AMMONIA	0.000000	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	4926.739171	0.000000
WIND_ONSHORE	207.616667	0.000000
WIND_OFFSHORE	124.569992	0.000000
HYDRO_RIVER	3.630607	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	225.013382	0.000000
IND_COGEN_WOOD	0.000013	0.000000
IND_COGEN_WASTE	0.000002	0.000000
IND_BOILER_GAS	6.275962	0.000000
IND_BOILER_WOOD	0.000029	0.000000
IND_BOILER_OIL	0.002052	0.000000
IND_BOILER_COAL	0.000088	0.000000
IND_BOILER_WASTE	4.629763	0.000000
IND_DIRECT_ELEC	0.538286	0.000000
DHN_HP_ELEC	55.906225	0.000000
DHN_COGEN_GAS	0.000127	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000002	0.000000
DHN_COGEN_WET_BIOMASS	0.000014	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000000	0.000000
DHN_BOILER_GAS	0.000003	0.000000
DHN_BOILER_WOOD	0.000002	0.000000
DHN_BOILER_OIL	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000001	0.000000
DEC_HP_ELEC	169.404595	0.000000
DEC_THHP_GAS	0.000273	0.000000
DEC_COGEN_GAS	0.000039	0.000000
DEC_COGEN_OIL	0.000320	0.000000
DEC_ADVCOGEN_GAS	0.000035	0.000000
DEC_ADVCOGEN_H2	51.126063	0.000000
DEC_BOILER_GAS	0.000023	0.000000
DEC_BOILER_WOOD	0.000000	0.000000
DEC_BOILER_OIL	0.000017	0.000000
DEC_SOLAR	0.000896	0.000000
DEC_DIRECT_ELEC	0.000011	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
BUS_COACH_ELECTRIC	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_ELEC	0.000000	0.000000
TRUCK_NG	0.000000	0.000000
HABER_BOSCH	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
ADLIBIO_TO_HVC	0.000471	0.000000
PHS	0.833004	0.000000
BATT_LI	9.520949	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000
TS_DEC_HP_ELEC	0.000000	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000
TS_DHN_DAILY	0.000000	0.000000
TS_DHN_SEASONAL	0.000000	0.000000
TS_HIGH_TEMP	0.000000	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
ADLIBIO_TO_FUEL	0.000038	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIO_HYDROLYSIS	0.000000	0.000000
BIOMETHANATION	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000
GRID	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
H2_ELECTROLYSIS	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000
REDIFUEL	0.000000	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
AMMONIA	0.000000	0.000261
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	0.000000	0.000000
BIODIESEL	0.000000	0.000000
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000000	0.005973
DIESEL	0.000000	0.006071
ELEC_EXPORT	0.000000	0.000000
ELECTRICITY	0.000000	6374.085433
GAS	0.000000	21812.490425
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000000	0.000000
GASOLINE	0.000000	0.000741
H2	0.000000	0.000003
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000000	0.000000
LFO	0.000000	0.074990
LFO_RE_BE	0.000000	0.000000
METHANOL	0.000000	19968.313966
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000000	0.000000
RES_GEO	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_WIND	0.000000	0.000000
URANIUM	0.000000	0.000000
WASTE	0.000000	2570.991366
WET_BIOMASS	0.000000	459.020056
WOOD	0.000000	809.858792
WOOD_PRODUCTION	0.000000	2178.738788
