Name	Used	Potential
AMMONIA	0.000857	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	0.001771	Infinity
BIODIESEL	0.002243	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.002392	Infinity
CO2_ATM	0.000875	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	38906.221762	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	27514.696879	33354.999440
DIESEL	29198.162759	Infinity
ELEC_EXPORT	517.112837	Infinity
ELECTRICITY	36.739633	26695.865580
GAS	92516.101750	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000054	Infinity
GASOLINE	9705.744047	Infinity
H2	0.000030	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000008	Infinity
LFO	78165.508768	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	53093.373422	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000436	Infinity
RES_GEO	0.030455	Infinity
RES_HYDRO	0.052895	Infinity
RES_SOLAR	252.876462	Infinity
RES_WIND	17278.950070	Infinity
URANIUM	185098.960566	Infinity
WASTE	9745.823142	17800.000000
WET_BIOMASS	38900.000904	38900.000000
WOOD	23399.999072	23400.000000
WOOD_PRODUCTION	0.002521	70200.000000
