Name	Used	Potential
AMMONIA	0.000504	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	10198.128850	Infinity
BIODIESEL	0.001424	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.001595	Infinity
CO2_ATM	0.000192	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	47602.861510	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.004993	33354.999440
DIESEL	19707.548840	Infinity
ELEC_EXPORT	276.614372	Infinity
ELECTRICITY	26695.865698	26695.865580
GAS	136142.554046	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000001	Infinity
GASOLINE	14811.227578	Infinity
H2	0.000009	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.002747	Infinity
LFO	0.001664	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	56767.508747	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000316	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	474.978890	Infinity
RES_SOLAR	29163.819193	Infinity
RES_WIND	40492.549968	Infinity
URANIUM	0.000000	Infinity
WASTE	3799.953535	17800.000000
WET_BIOMASS	38899.999228	38900.000000
WOOD	23400.000040	23400.000000
WOOD_PRODUCTION	0.005369	70200.000000
