Name	GWP_constr	GWP_op
NUCLEAR	0.000000	0.000000
CCGT	0.000014	0.000000
CCGT_AMMONIA	0.000002	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	4483.381360	0.000000
WIND_ONSHORE	207.616667	0.000000
WIND_OFFSHORE	124.570000	0.000000
HYDRO_RIVER	3.630607	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	133.208041	0.000000
IND_COGEN_WOOD	0.000001	0.000000
IND_COGEN_WASTE	0.000002	0.000000
IND_BOILER_GAS	6.127506	0.000000
IND_BOILER_WOOD	0.000003	0.000000
IND_BOILER_OIL	0.000002	0.000000
IND_BOILER_COAL	0.000004	0.000000
IND_BOILER_WASTE	4.387435	0.000000
IND_DIRECT_ELEC	0.432575	0.000000
DHN_HP_ELEC	37.694655	0.000000
DHN_COGEN_GAS	56.155400	0.000000
DHN_COGEN_WOOD	0.000001	0.000000
DHN_COGEN_WASTE	0.000001	0.000000
DHN_COGEN_WET_BIOMASS	0.000003	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000001	0.000000
DHN_BOILER_GAS	0.000000	0.000000
DHN_BOILER_WOOD	0.000001	0.000000
DHN_BOILER_OIL	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000005	0.000000
DEC_HP_ELEC	179.282392	0.000000
DEC_THHP_GAS	0.000213	0.000000
DEC_COGEN_GAS	0.000016	0.000000
DEC_COGEN_OIL	0.000012	0.000000
DEC_ADVCOGEN_GAS	0.000009	0.000000
DEC_ADVCOGEN_H2	0.000009	0.000000
DEC_BOILER_GAS	0.000002	0.000000
DEC_BOILER_WOOD	0.000001	0.000000
DEC_BOILER_OIL	0.000002	0.000000
DEC_SOLAR	0.000028	0.000000
DEC_DIRECT_ELEC	0.000001	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
BUS_COACH_ELECTRIC	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000
