source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia,Ammonia,0.05,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,11.47,H2,#FF00FF,TWh
Elec,Haber-Bosch,1.24,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.36,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,10.15,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,4.05,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,63.79,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,41.72,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,MTO,43.71,Methanol,#CC0066,TWh
Heat HT,MTO,11.62,Heat HT,#DC143C,TWh
MTO,HVC,35.22,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,11.18,Gasoline,#808080,TWh
Gasoline,Mob priv,-11.18,Gasoline,#808080,TWh
Imp. Gas,Gas,211.07,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,Mob public,5.86,GAS,#FFD700,TWh
Gas,Freight,3.13,GAS,#FFD700,TWh
Gas,H2 prod,14.56,GAS,#FFD700,TWh
Gas,CHP,118.41,GAS,#FFD700,TWh
Gas,HPs,4.80,GAS,#FFD700,TWh
Gas,Boilers,16.96,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.61,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,45.89,Solar,#FFFF00,TWh
Waste,Boilers,12.62,Waste,#808000,TWh
Wood,H2 prod,12.69,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Elec,Mob public,3.43,Electricity,#00BFFF,TWh
Elec,Freight,10.94,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.79,Electricity,#00BFFF,TWh
Elec,Curt.,1.63,Electricity,#00BFFF,TWh
Elec,Elec demand,96.49,Electricity,#00BFFF,TWh
Solar,Curt.,1.22,Solar,#FFFF00,TWh
Wind,Curt.,4.36,Wind,#27AE34,TWh
Elec,Storage,1.06,Electricity,#00BFFF,TWh
Storage,Elec demand,0.79,Electricity,#00BFFF,TWh
Elec,HPs,33.02,Electricity,#00BFFF,TWh
Elec,Electrolyser,0.14,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,0.02,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,0.13,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.00,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,16.29,H2,#FF00FF,TWh
CHP,Elec,52.99,Electricity,#00BFFF,TWh
CHP,DHN,5.92,Heat LT,#FA8072,TWh
CHP,Heat HT,47.66,Heat HT,#DC143C,TWh
HPs,Dec. sto,15.57,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,61.02,Heat LT,#FA8072,TWh
HPs,DHN,39.57,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,14.43,Heat LT,#FA8072,TWh
Boilers,Heat HT,26.07,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,32.45,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,12.06,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,11.86,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
