Name	Used	Potential
AMMONIA	0.004514	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	371.084523	Infinity
BIODIESEL	0.111033	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.012869	Infinity
CO2_ATM	0.006566	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	67098.069266	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.046860	33354.999440
DIESEL	9288.068215	Infinity
ELEC_EXPORT	2467.244361	Infinity
ELECTRICITY	29180.975981	29180.975120
GAS	77411.857004	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000576	Infinity
GASOLINE	0.012463	Infinity
H2	0.000036	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000149	Infinity
LFO	0.032208	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	56801.049361	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.009583	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	470.230059	Infinity
RES_SOLAR	59811.627758	Infinity
RES_WIND	38641.270831	Infinity
URANIUM	0.000000	Infinity
WASTE	16020.781635	17800.000000
WET_BIOMASS	38900.010849	38900.000000
WOOD	23400.004780	23400.000000
WOOD_PRODUCTION	65638.501730	70200.000000
