Name	Used	Potential
AMMONIA	0.000009	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	129.082052	Infinity
BIODIESEL	0.000050	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000035	Infinity
CO2_ATM	12622.928477	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	55242.974739	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000016	35000.000000
DIESEL	0.000033	Infinity
ELEC_EXPORT	0.000145	Infinity
ELECTRICITY	0.000057	26695.865580
GAS	0.000000	1500000.000000
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000000	Infinity
GASOLINE	0.000027	Infinity
H2	0.000000	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000000	Infinity
LFO	0.000110	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	691.252357	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000021	Infinity
RES_GEO	0.000086	Infinity
RES_HYDRO	30788.314180	Infinity
RES_SOLAR	464333.909000	Infinity
RES_WIND	319112.978504	Infinity
URANIUM	0.000000	Infinity
WASTE	0.000038	38204.550000
WET_BIOMASS	41212.559600	41212.559600
WOOD	99914.718060	99914.718060
WOOD_PRODUCTION	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
