Name	Used	Potential
AMMONIA	0.000223	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	10197.674427	Infinity
BIODIESEL	0.000619	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000488	Infinity
CO2_ATM	0.000060	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	39559.239825	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.003780	33354.999440
DIESEL	19707.549566	Infinity
ELEC_EXPORT	285.050983	Infinity
ELECTRICITY	26695.863873	26695.865580
GAS	124100.275169	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000001	Infinity
GASOLINE	0.002686	Infinity
H2	0.000005	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	9028.019728	Infinity
LFO	0.003332	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	56605.496099	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000130	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	472.537380	Infinity
RES_SOLAR	30727.489067	Infinity
RES_WIND	39284.645882	Infinity
URANIUM	0.000000	Infinity
WASTE	17799.998008	17800.000000
WET_BIOMASS	38899.999017	38900.000000
WOOD	23399.999340	23400.000000
WOOD_PRODUCTION	2330.318634	70200.000000
