source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.20,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,47.95,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Gas,OCM,1.55,Gas,#FFD700,TWh
Elec,OCM,0.26,Electricity,#00BFFF,TWh
OCM,HVC,0.55,HVC,#00FFFF,TWh
Methanol,MTO,43.29,Methanol,#CC0066,TWh
Heat HT,MTO,11.51,Heat HT,#DC143C,TWh
MTO,HVC,34.88,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Diesel,Freight,9.77,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,101.26,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.96,GAS,#FFD700,TWh
Gas sto.,Gas,0.95,GAS,#FFD700,TWh
Gas Prod,Gas,15.49,GAS,#FFD700,TWh
Gas,Mob public,4.05,GAS,#FFD700,TWh
Gas,CHP,99.90,GAS,#FFD700,TWh
Gas,Boilers,14.35,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.70,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,56.00,Solar,#FFFF00,TWh
Waste,Boilers,14.53,Waste,#808000,TWh
Wood,H2 prod,23.99,Wood,#CD853F,TWh
Wood prod.,Wood,61.96,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wood,Adlibio to fuel,7.24,Wood,#CD853F,TWh
H2,Adlibio to fuel,2.97,H2,#FF00FF,TWh
Adlibio to fuel,Gasoline,4.33,GASOLINE,#8080800,TWh
Adlibio to fuel,Heat HT,5.54,HEAT_HIGH_T,#DC143C,TWh
Wood,Redifuel,36.05,Wood,#CD853F,TWh
Elec,Redifuel,3.98,Electricity,#CD853F,TWh
Redifuel,Gasoline,6.85,GASOLINE,#8080800,TWh
Redifuel,Diesel,9.77,DIESEL,#D3D3D3,TWh
Redifuel,Gas Prod,2.15,GAS,#FFD700,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Gasoline,Mob priv,11.18,GASOLINE,#8080800,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,6.19,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.00,Electricity,#00BFFF,TWh
Elec,Curt.,2.55,Electricity,#00BFFF,TWh
Elec,Elec demand,96.44,Electricity,#00BFFF,TWh
Solar,Curt.,0.93,Solar,#FFFF00,TWh
Wind,Curt.,4.26,Wind,#27AE34,TWh
Elec,Storage,1.13,Electricity,#00BFFF,TWh
Storage,Elec demand,0.84,Electricity,#00BFFF,TWh
Elec,HPs,32.66,Electricity,#00BFFF,TWh
Elec,HT sto,7.62,Electricity,#00BFFF,TWh
HT sto,Heat HT,7.55,Heat HT,#DC143C,TWh
Elec,Heat HT,-2.67,Electricity,#00BFFF,TWh
H2 prod,H2,10.38,H2,#FF00FF,TWh
CHP,Elec,46.81,Electricity,#00BFFF,TWh
CHP,DHN,19.01,Heat LT,#FA8072,TWh
CHP,Heat HT,24.09,Heat HT,#DC143C,TWh
HPs,Dec. sto,19.84,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,57.31,Heat LT,#FA8072,TWh
HPs,DHN,27.80,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,18.14,Heat LT,#FA8072,TWh
Boilers,Heat HT,25.22,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,36.15,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,8.32,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,8.17,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
