source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia,Ammonia,0.01,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,11.51,H2,#FF00FF,TWh
Elec,Haber-Bosch,1.25,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.37,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,10.18,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,0.03,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,71.67,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,46.87,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Oil,NSC,8.78,Naphtha,#8B008B,TWh
Elec,NSC,0.10,Electricity,#00BFFF,TWh
Heat HT,NSC,0.08,Heat HT,#DC143C,TWh
NSC,HVC,4.83,HVC,#00FFFF,TWh
Methanol,MTO,45.36,Methanol,#CC0066,TWh
Heat HT,MTO,12.06,Heat HT,#DC143C,TWh
MTO,HVC,36.55,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,6.71,Gasoline,#808080,TWh
Gasoline,Mob priv,-6.71,Gasoline,#808080,TWh
Imp. Gas,Gas,192.72,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,Mob public,4.05,GAS,#FFD700,TWh
Gas,Freight,3.13,GAS,#FFD700,TWh
Gas,H2 prod,12.48,GAS,#FFD700,TWh
Gas,CHP,104.28,GAS,#FFD700,TWh
Gas,Boilers,13.57,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,39.19,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Solar,Elec,51.76,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Imp. Oil,Oil,8.78,Oil,#8B008B,TWh
Wood,H2 prod,39.27,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,10.00,Electricity,#00BFFF,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,1.45,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.81,Electricity,#00BFFF,TWh
Elec,Curt.,1.13,Electricity,#00BFFF,TWh
Elec,Elec demand,96.28,Electricity,#00BFFF,TWh
Solar,Curt.,0.79,Solar,#FFFF00,TWh
Wind,Curt.,3.78,Wind,#27AE34,TWh
Elec,Storage,1.33,Electricity,#00BFFF,TWh
Storage,Elec demand,1.00,Electricity,#00BFFF,TWh
Elec,HPs,36.10,Electricity,#00BFFF,TWh
Elec,HT sto,4.78,Electricity,#00BFFF,TWh
HT sto,Heat HT,4.73,Heat HT,#DC143C,TWh
Elec,Heat HT,-1.67,Electricity,#00BFFF,TWh
Elec,Electrolyser,2.31,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,0.41,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,2.15,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.04,Heat LT,#FA8072,TWh
H2 prod,H2,28.28,H2,#FF00FF,TWh
H2,Freight,16.77,H2,#FF00FF,TWh
CHP,Elec,46.37,Electricity,#00BFFF,TWh
CHP,DHN,3.24,Heat LT,#FA8072,TWh
CHP,Heat HT,44.25,Heat HT,#DC143C,TWh
HPs,Dec. sto,16.20,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,60.42,Heat LT,#FA8072,TWh
HPs,DHN,42.24,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,15.03,Heat LT,#FA8072,TWh
Boilers,Heat HT,27.18,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,31.24,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,13.30,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,13.07,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
