source,target,realValue,layerID,layerColor,layerUnit
Ammonia,Non-energy demand,9.42,Ammonia,#000ECD,TWh
H2,Haber-Bosch,10.65,H2,#FF00FF,TWh
Elec,Haber-Bosch,1.15,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.26,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,9.42,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,48.77,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.42,Methanol,#CC0066,TWh
Methanol,MTO,47.35,Methanol,#CC0066,TWh
Heat HT,MTO,12.59,Heat HT,#DC143C,TWh
MTO,HVC,38.15,HVC,#00FFFF,TWh
HVC,Non-energy demand,38.15,HVC,#00FFFF,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,12.32,GAS,#FFD700,TWh
Gas,Freight,1.92,GAS,#FFD700,TWh
Gas,Boilers,10.40,GAS,#FFD700,TWh
Wind,Elec,275.60,Wind,#27AE34,TWh
Coal,Boilers,35.00,Coal,#A0522D,TWh
Solar,Elec,245.94,Solar,#FFFF00,TWh
Waste,Boilers,13.90,Waste,#808000,TWh
Wet biomass,Biomethanation,41.21,Wood,#CD853F,TWh
Biomethanation,Gas Prod,12.32,GAS,#FFD700,TWh
Elec,Mob priv,113.91,Electricity,#00BFFF,TWh
Elec,Freight,5.34,Electricity,#00BFFF,TWh
Elec,Exp & Loss,28.90,Electricity,#00BFFF,TWh
Elec,Elec demand,21.09,Electricity,#00BFFF,TWh
Elec,Storage,109.91,Electricity,#00BFFF,TWh
Storage,Elec demand,108.79,Electricity,#00BFFF,TWh
Elec,HPs,83.67,Electricity,#00BFFF,TWh
Elec,Heat HT,119.20,Electricity,#00BFFF,TWh
Elec,Electrolyser,117.49,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,20.73,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,109.20,Electricity,#00BFFF,TWh
Electrolyser,DHN,2.07,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,109.20,H2,#FF00FF,TWh
H2,Freight,98.55,H2,#FF00FF,TWh
HPs,Dec. sto,47.12,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,139.01,Heat LT,#FA8072,TWh
HPs,DHN,80.08,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,43.87,Heat LT,#FA8072,TWh
Boilers,Heat HT,49.74,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,51.84,Heat LT,#FA8072,TWh
DHN,Loss DHN,4.17,Heat LT,#FA8072,TWh
DHN,DHN Sto,27.41,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,26.54,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,135.61,Heat HT,#DC143C,TWh
