Name	Used	Potential
AMMONIA	0.001151	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	10268.836774	Infinity
BIODIESEL	0.001618	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000785	Infinity
CO2_ATM	0.000162	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	58292.243968	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	1999.759757	33354.999440
DIESEL	0.003122	Infinity
ELEC_EXPORT	0.000563	Infinity
ELECTRICITY	26695.864476	26695.865580
GAS	104329.576469	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000682	Infinity
GASOLINE	0.001116	Infinity
H2	0.000022	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.007020	Infinity
LFO	75751.980174	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	0.003367	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.042117	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	496.340923	Infinity
RES_SOLAR	61534.813178	Infinity
RES_WIND	42965.112695	Infinity
URANIUM	0.000000	Infinity
WASTE	17799.975790	17800.000000
WET_BIOMASS	38899.999991	38900.000000
WOOD	23399.999997	23400.000000
WOOD_PRODUCTION	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
