source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia,Ammonia,0.08,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,0.08,Ammonia,#000ECD,TWh
Gas,Methane-to-Methanol,1.72,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,1.13,Methanol,#CC0066,TWh
Methanol,Non-energy demand,0.05,Methanol,#CC0066,TWh
Methanol,MTO,1.08,Methanol,#CC0066,TWh
Heat HT,MTO,0.29,Heat HT,#DC143C,TWh
MTO,HVC,0.87,HVC,#00FFFF,TWh
HVC,Non-energy demand,0.87,HVC,#00FFFF,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,1.73,GAS,#FFD700,TWh
Gas,Boilers,0.01,GAS,#FFD700,TWh
Uranium,Elec,39.73,Nuclear,#FFC0CB,TWh
Hydro River,Elec,16.11,Hydro River,#0000FF,TWh
Imp. Oil,Oil,0.02,Oil,#8B008B,TWh
Oil,Boilers,0.02,Oil,#8B008B,TWh
Wood,H2 prod,2.46,Wood,#CD853F,TWh
Wood be.,Wood,24.95,Wood,#CD853F,TWh
Wood,Boilers,22.50,Wood,#CD853F,TWh
Wet biomass,Biomethanation,5.80,Wood,#CD853F,TWh
Biomethanation,Gas Prod,1.73,GAS,#FFD700,TWh
Elec,Mob priv,25.17,Electricity,#00BFFF,TWh
Elec,Freight,0.71,Electricity,#00BFFF,TWh
Elec,Exp & Loss,5.01,Electricity,#00BFFF,TWh
Elec,Elec demand,28.26,Electricity,#00BFFF,TWh
Elec,Storage,8.44,Electricity,#00BFFF,TWh
Storage,Elec demand,8.36,Electricity,#00BFFF,TWh
Elec,HPs,19.74,Electricity,#00BFFF,TWh
Elec,Heat HT,2.32,Electricity,#00BFFF,TWh
Elec,Electrolyser,13.96,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,2.46,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,12.97,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.25,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,14.03,H2,#FF00FF,TWh
H2,Freight,14.03,H2,#FF00FF,TWh
HPs,Dec. sto,11.32,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,32.21,Heat LT,#FA8072,TWh
HPs,DHN,19.39,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,10.52,Heat LT,#FA8072,TWh
Boilers,DHN,0.03,Heat LT,#FA8072,TWh
Boilers,Heat HT,19.45,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,14.35,Heat LT,#FA8072,TWh
DHN,Loss DHN,0.98,Heat LT,#FA8072,TWh
DHN,DHN Sto,4.33,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,3.96,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,19.02,Heat HT,#DC143C,TWh
