Name	Used	Potential
AMMONIA	0.000001	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	3433.580488	Infinity
BIODIESEL	0.000002	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000001	Infinity
CO2_ATM	0.000000	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	55284.465380	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000002	35000.000000
DIESEL	0.000005	Infinity
ELEC_EXPORT	-0.000062	Infinity
ELECTRICITY	3383.968026	26695.865580
GAS	64170.115130	1500000.000000
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000005	Infinity
GASOLINE	0.000001	Infinity
H2	0.000000	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000000	Infinity
LFO	0.000016	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	0.000004	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.972325	Infinity
RES_GEO	0.000006	Infinity
RES_HYDRO	31282.163278	Infinity
RES_SOLAR	671184.921811	Infinity
RES_WIND	90227.599772	Infinity
URANIUM	0.000000	Infinity
WASTE	0.000005	38204.550000
WET_BIOMASS	41212.559448	41212.559600
WOOD	99914.717916	99914.718060
WOOD_PRODUCTION	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
