Name	Crit_1_constr	Crit_1_op
NUCLEAR	0.000000	0.000000
CCGT	0.000007	0.000000
CCGT_AMMONIA	27.725357	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	10580.489848	0.000000
WIND_ONSHORE	956.666667	0.000000
WIND_OFFSHORE	548.000000	0.000000
HYDRO_RIVER	23.747500	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	469.230012	0.000000
IND_COGEN_WOOD	0.000006	0.000000
IND_COGEN_WASTE	0.000004	0.000000
IND_BOILER_GAS	11.047857	0.000000
IND_BOILER_WOOD	0.000019	0.000000
IND_BOILER_OIL	0.000006	0.000000
IND_BOILER_COAL	0.000000	0.000000
IND_BOILER_WASTE	36.827745	0.000000
IND_DIRECT_ELEC	4.108278	0.000000
DHN_HP_ELEC	64.378426	0.000000
DHN_COGEN_GAS	0.000010	0.000000
DHN_COGEN_WOOD	0.000003	0.000000
DHN_COGEN_WASTE	0.000004	0.000000
DHN_COGEN_WET_BIOMASS	0.000004	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000002	0.000000
DHN_BOILER_GAS	0.000001	0.000000
DHN_BOILER_WOOD	0.000005	0.000000
DHN_BOILER_OIL	0.000001	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000002	0.000000
DEC_HP_ELEC	218.977552	0.000000
DEC_THHP_GAS	0.000101	0.000000
DEC_COGEN_GAS	0.000012	0.000000
DEC_COGEN_OIL	0.000010	0.000000
DEC_ADVCOGEN_GAS	0.000014	0.000000
DEC_ADVCOGEN_H2	0.000011	0.000000
DEC_BOILER_GAS	0.000012	0.000000
DEC_BOILER_WOOD	0.000006	0.000000
DEC_BOILER_OIL	0.000009	0.000000
DEC_SOLAR	0.000086	0.000000
DEC_DIRECT_ELEC	0.000003	0.000000
TRAMWAY_TROLLEY	19.430526	0.000000
BUS_COACH_DIESEL	0.000002	0.000000
BUS_COACH_HYDIESEL	0.000002	0.000000
BUS_COACH_CNG_STOICH	0.001010	0.000000
BUS_COACH_FC_HYBRIDH2	0.000004	0.000000
BUS_COACH_ELECTRIC	165.699597	0.000000
TRAIN_PUB	125.997703	0.000000
CAR_GASOLINE	0.000002	0.000000
CAR_DIESEL	0.000002	0.000000
CAR_NG	0.000002	0.000000
CAR_METHANOL	0.000002	0.000000
CAR_HEV	0.000002	0.000000
CAR_PHEV	0.001049	0.000000
CAR_BEV	13944.811195	0.000000
CAR_FUEL_CELL	0.000003	0.000000
TRAIN_FREIGHT	36.719497	0.000000
BOAT_FREIGHT_DIESEL	0.000022	0.000000
BOAT_FREIGHT_NG	75.833189	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	1262.671369	0.000000
TRUCK_ELEC	0.001329	0.000000
TRUCK_NG	0.000000	0.000000
HABER_BOSCH	0.000007	0.000000
SYN_METHANOLATION	0.000006	0.000000
METHANE_TO_METHANOL	155.043723	0.000000
BIOMASS_TO_METHANOL	0.000002	0.000000
OIL_TO_HVC	0.000023	0.000000
GAS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	240.200024	0.000000
ADLIBIO_TO_FUEL	0.000198	0.000000
PHS	1.600000	0.000000
BATT_LI	65.930720	0.000000
BEV_BATT	984892.318355	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000037	0.000000
TS_DEC_HP_ELEC	67.579405	0.000000
TS_DEC_THHP_GAS	0.000038	0.000000
TS_DEC_COGEN_GAS	0.000038	0.000000
TS_DEC_COGEN_OIL	0.000037	0.000000
TS_DEC_ADVCOGEN_GAS	0.000038	0.000000
TS_DEC_ADVCOGEN_H2	0.000037	0.000000
TS_DEC_BOILER_GAS	0.000038	0.000000
TS_DEC_BOILER_WOOD	0.000037	0.000000
TS_DEC_BOILER_OIL	0.000037	0.000000
TS_DHN_DAILY	0.000621	0.000000
TS_DHN_SEASONAL	248.431870	0.000000
TS_HIGH_TEMP	741.996238	0.000000
GAS_STORAGE	0.262298	0.000000
H2_STORAGE	0.000025	0.000000
DIESEL_STORAGE	0.000136	0.000000
GASOLINE_STORAGE	0.001381	0.000000
LFO_STORAGE	0.000145	0.000000
AMMONIA_STORAGE	0.000001	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000001	0.000000
ADLIBIO_TO_HVC	0.000082	0.000000
AMMONIA_TO_H2	0.000028	0.000000
ATM_CCS	0.000006	0.000000
BIO_HYDROLYSIS	80.586625	0.000000
BIOMETHANATION	0.000061	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000
GRID	0.000000	0.000000
H2_BIOMASS	43.620624	0.000000
