Name	Used	Potential
AMMONIA	0.002925	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	8075.345725	Infinity
BIODIESEL	0.008019	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.009389	Infinity
CO2_ATM	0.000954	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	37864.775901	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.029680	33354.999440
DIESEL	19707.543441	Infinity
ELEC_EXPORT	229.966049	Infinity
ELECTRICITY	26695.863482	26695.865580
GAS	133395.325966	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000005	Infinity
GASOLINE	0.086480	Infinity
H2	0.000081	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	8566.995351	Infinity
LFO	0.043627	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	56605.501714	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.001633	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	473.959054	Infinity
RES_SOLAR	30083.146877	Infinity
RES_WIND	39396.296876	Infinity
URANIUM	0.000000	Infinity
WASTE	6713.042133	17800.000000
WET_BIOMASS	38899.951102	38900.000000
WOOD	23399.979149	23400.000000
WOOD_PRODUCTION	15367.925448	70200.000000
