source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,9.76,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,0.49,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.05,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.06,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,0.44,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,56.02,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,MTO,51.36,Methanol,#CC0066,TWh
Heat HT,MTO,13.65,Heat HT,#DC143C,TWh
MTO,HVC,41.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Diesel,Diesel,14.14,Diesel,#D3D3D3,TWh
Diesel,Freight,14.14,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,98.22,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.93,GAS,#FFD700,TWh
Gas sto.,Gas,0.91,GAS,#FFD700,TWh
Gas Prod,Gas,15.53,GAS,#FFD700,TWh
Gas,Mob public,4.05,GAS,#FFD700,TWh
Gas,CHP,94.38,GAS,#FFD700,TWh
Gas,Boilers,16.23,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.50,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,54.71,Solar,#FFFF00,TWh
Waste,Boilers,16.31,Waste,#808000,TWh
Wood,H2 prod,5.47,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,4.07,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.70,Electricity,#00BFFF,TWh
Elec,Curt.,1.97,Electricity,#00BFFF,TWh
Elec,Elec demand,96.47,Electricity,#00BFFF,TWh
Solar,Curt.,2.16,Solar,#FFFF00,TWh
Wind,Curt.,4.46,Wind,#27AE34,TWh
Elec,Storage,1.08,Electricity,#00BFFF,TWh
Storage,Elec demand,0.81,Electricity,#00BFFF,TWh
Elec,HPs,34.32,Electricity,#00BFFF,TWh
Elec,HT sto,7.23,Electricity,#00BFFF,TWh
HT sto,Heat HT,7.16,Heat HT,#DC143C,TWh
Elec,Heat HT,-2.80,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,5.82,H2,#FF00FF,TWh
H2 prod,H2 sto.,0.28,H2,#FF00FF,TWh
H2 sto.,H2,0.24,H2,#FF00FF,TWh
H2 prod,H2,2.08,H2,#FF00FF,TWh
CHP,Elec,43.28,Electricity,#00BFFF,TWh
CHP,DHN,11.71,Heat LT,#FA8072,TWh
CHP,Heat HT,29.95,Heat HT,#DC143C,TWh
HPs,Dec. sto,16.73,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,59.93,Heat LT,#FA8072,TWh
HPs,DHN,35.06,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,15.52,Heat LT,#FA8072,TWh
Boilers,Heat HT,28.42,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,34.20,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,10.29,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,10.12,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
