source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.20,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,10.49,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,18.52,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,12.11,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gas,Gas,170.94,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,Mob public,4.05,GAS,#FFD700,TWh
Gas,Freight,3.13,GAS,#FFD700,TWh
Gas,H2 prod,42.99,GAS,#FFD700,TWh
Gas,CHP,106.66,GAS,#FFD700,TWh
Gas,Boilers,12.04,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,40.22,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,0.28,Waste,#808000,TWh
Oil,Boilers,0.57,Oil,#8B008B,TWh
Wood,H2 prod,21.00,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,11.60,Electricity,#00BFFF,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,1.45,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.37,Electricity,#00BFFF,TWh
Elec,Curt.,0.21,Electricity,#00BFFF,TWh
Elec,Elec demand,96.29,Electricity,#00BFFF,TWh
Solar,Curt.,0.28,Solar,#FFFF00,TWh
Wind,Curt.,2.75,Wind,#27AE34,TWh
Elec,Storage,1.32,Electricity,#00BFFF,TWh
Storage,Elec demand,0.99,Electricity,#00BFFF,TWh
Elec,HPs,37.29,Electricity,#00BFFF,TWh
Elec,HT sto,4.98,Electricity,#00BFFF,TWh
HT sto,Heat HT,4.91,Heat HT,#DC143C,TWh
Elec,Heat HT,-1.51,Electricity,#00BFFF,TWh
Elec,Electrolyser,9.95,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,1.76,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,9.25,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.18,Heat LT,#FA8072,TWh
Imp. H2 RE,H2,87.15,H2,#FF00FF,TWh
H2 prod,H2 sto.,2.90,H2,#FF00FF,TWh
H2 sto.,H2,2.51,H2,#FF00FF,TWh
H2 prod,H2,46.94,H2,#FF00FF,TWh
H2,Freight,16.77,H2,#FF00FF,TWh
CHP,Elec,46.93,Electricity,#00BFFF,TWh
CHP,Heat HT,49.07,Heat HT,#DC143C,TWh
HPs,Dec. sto,18.12,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,58.73,Heat LT,#FA8072,TWh
HPs,DHN,46.71,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,16.73,Heat LT,#FA8072,TWh
Boilers,Heat HT,11.93,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,30.43,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,14.11,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,13.88,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
