source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.04,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,0.18,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.02,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.02,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,0.16,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,56.02,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,MTO,51.36,Methanol,#CC0066,TWh
Heat HT,MTO,13.65,Heat HT,#DC143C,TWh
MTO,HVC,41.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Diesel,Diesel,14.14,Diesel,#D3D3D3,TWh
Diesel,Freight,14.14,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,99.58,Gas,#FFD700,TWh
Gas Prod,Gas sto.,1.03,GAS,#FFD700,TWh
Gas sto.,Gas,1.01,GAS,#FFD700,TWh
Gas Prod,Gas,15.43,GAS,#FFD700,TWh
Gas,Mob public,4.05,GAS,#FFD700,TWh
Gas,CHP,95.29,GAS,#FFD700,TWh
Gas,Boilers,16.67,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.67,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,51.46,Solar,#FFFF00,TWh
Waste,Boilers,17.73,Waste,#808000,TWh
Wood,H2 prod,6.78,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,4.07,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.63,Electricity,#00BFFF,TWh
Elec,Curt.,1.99,Electricity,#00BFFF,TWh
Elec,Elec demand,96.49,Electricity,#00BFFF,TWh
Solar,Curt.,1.40,Solar,#FFFF00,TWh
Wind,Curt.,4.29,Wind,#27AE34,TWh
Elec,Storage,1.07,Electricity,#00BFFF,TWh
Storage,Elec demand,0.79,Electricity,#00BFFF,TWh
Elec,HPs,33.78,Electricity,#00BFFF,TWh
Elec,HT sto,7.05,Electricity,#00BFFF,TWh
HT sto,Heat HT,6.99,Heat HT,#DC143C,TWh
Elec,Heat HT,-3.58,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,4.94,H2,#FF00FF,TWh
H2 prod,H2 sto.,0.30,H2,#FF00FF,TWh
H2 sto.,H2,0.26,H2,#FF00FF,TWh
H2 prod,H2,2.63,H2,#FF00FF,TWh
CHP,Elec,44.01,Electricity,#00BFFF,TWh
CHP,DHN,13.86,Heat LT,#FA8072,TWh
CHP,Heat HT,27.89,Heat HT,#DC143C,TWh
HPs,Dec. sto,16.42,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,60.22,Heat LT,#FA8072,TWh
HPs,DHN,32.93,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,15.23,Heat LT,#FA8072,TWh
Boilers,Heat HT,30.00,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,34.66,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,9.82,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,9.66,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
