source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.20,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,56.02,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,MTO,51.36,Methanol,#CC0066,TWh
Heat HT,MTO,13.65,Heat HT,#DC143C,TWh
MTO,HVC,41.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,0.13,Gasoline,#808080,TWh
Gasoline,Mob priv,-11.18,Gasoline,#808080,TWh
Imp. Diesel,Diesel,14.14,Diesel,#D3D3D3,TWh
Diesel,Freight,14.14,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,100.64,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.93,GAS,#FFD700,TWh
Gas sto.,Gas,0.91,GAS,#FFD700,TWh
Gas Prod,Gas,15.53,GAS,#FFD700,TWh
Gas,Mob public,4.05,GAS,#FFD700,TWh
Gas,CHP,96.13,GAS,#FFD700,TWh
Gas,Boilers,16.90,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.47,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,54.47,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Wood,H2 prod,8.57,Wood,#CD853F,TWh
Wood prod.,Wood,3.65,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wood,Adlibio to fuel,18.48,Wood,#CD853F,TWh
H2,Adlibio to fuel,7.57,H2,#FF00FF,TWh
Adlibio to fuel,Gasoline,11.05,GASOLINE,#8080800,TWh
Adlibio to fuel,Heat HT,8.48,HEAT_HIGH_T,#DC143C,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Gasoline,Mob priv,11.18,GASOLINE,#8080800,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,4.07,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.73,Electricity,#00BFFF,TWh
Elec,Curt.,2.09,Electricity,#00BFFF,TWh
Elec,Elec demand,96.48,Electricity,#00BFFF,TWh
Solar,Curt.,1.97,Solar,#FFFF00,TWh
Wind,Curt.,4.50,Wind,#27AE34,TWh
Elec,Storage,1.08,Electricity,#00BFFF,TWh
Storage,Elec demand,0.80,Electricity,#00BFFF,TWh
Elec,HPs,34.77,Electricity,#00BFFF,TWh
Elec,HT sto,7.20,Electricity,#00BFFF,TWh
HT sto,Heat HT,7.13,Heat HT,#DC143C,TWh
Elec,Heat HT,-2.86,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,3.89,H2,#FF00FF,TWh
H2 prod,H2 sto.,0.24,H2,#FF00FF,TWh
H2 sto.,H2,0.20,H2,#FF00FF,TWh
H2 prod,H2,3.47,H2,#FF00FF,TWh
CHP,Elec,43.82,Electricity,#00BFFF,TWh
CHP,DHN,10.13,Heat LT,#FA8072,TWh
CHP,Heat HT,32.58,Heat HT,#DC143C,TWh
HPs,Dec. sto,17.57,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,59.21,Heat LT,#FA8072,TWh
HPs,DHN,36.71,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,16.24,Heat LT,#FA8072,TWh
Boilers,Heat HT,30.26,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,33.60,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,10.89,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,10.72,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
