Name	Used	Potential
AMMONIA	0.000573	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	11231.946373	Infinity
BIODIESEL	0.003859	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.001712	Infinity
CO2_ATM	0.014856	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	31679.432414	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000000	0.000000
DIESEL	0.003502	Infinity
ELEC_EXPORT	2001.448436	Infinity
ELECTRICITY	27567.311507	27567.311340
GAS	20183.734753	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000033	Infinity
GASOLINE	0.001287	Infinity
H2	0.000004	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	100568.385523	Infinity
LFO	0.006488	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	11766.212933	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.012696	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	459.820679	Infinity
RES_SOLAR	59558.828423	Infinity
RES_WIND	38619.178154	Infinity
URANIUM	0.000000	Infinity
WASTE	10544.958935	17800.000000
WET_BIOMASS	38900.002670	38900.000000
WOOD	23400.000691	23400.000000
WOOD_PRODUCTION	56608.445134	70200.000000
