source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,3.52,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.56,Ammonia,#000ECD,TWh
H2,Haber-Bosch,7.96,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.86,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.94,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,7.04,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,30.31,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,0.36,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,0.23,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.60,Methanol,#CC0066,TWh
Wood,Adlibio. to HVC,44.79,Wood,#CD853F,TWh
H2,Adlibio. to HVC,15.62,H2,#FF00FF,TWh
Elec,Adlibio. to HVC,0.68,Electricity,#00BFFF,TWh
Heat HT,Adlibio. to HVC,14.67,Heat HT,#DC143C,TWh
Adlibio. to HVC,HVC,22.06,HVC,#00FFFF,TWh
Methanol,MTO,25.81,Methanol,#CC0066,TWh
Heat HT,MTO,6.86,Heat HT,#DC143C,TWh
MTO,HVC,20.79,HVC,#00FFFF,TWh
HVC,Non-energy demand,42.85,HVC,#00FFFF,TWh
Imp. Gas,Gas,44.05,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,CHP,52.63,GAS,#FFD700,TWh
Gas,Boilers,7.52,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.70,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,12.70,Waste,#808000,TWh
Wood,H2 prod,13.08,Wood,#CD853F,TWh
Wood prod.,Wood,34.47,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,10.11,Electricity,#00BFFF,TWh
Elec,Mob public,1.34,Electricity,#00BFFF,TWh
Elec,Freight,1.42,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.01,Electricity,#00BFFF,TWh
Elec,Curt.,2.10,Electricity,#00BFFF,TWh
Elec,Elec demand,103.73,Electricity,#00BFFF,TWh
Solar,Curt.,1.49,Solar,#FFFF00,TWh
Wind,Curt.,4.26,Wind,#27AE34,TWh
Elec,Storage,1.79,Electricity,#00BFFF,TWh
Storage,Elec demand,1.44,Electricity,#00BFFF,TWh
Elec,HPs,31.50,Electricity,#00BFFF,TWh
Elec,HT sto,7.40,Electricity,#00BFFF,TWh
HT sto,Heat HT,7.33,Heat HT,#DC143C,TWh
Elec,Heat HT,-0.03,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,77.21,H2,#FF00FF,TWh
H2 prod,H2 sto.,5.00,H2,#FF00FF,TWh
H2 sto.,H2,4.32,H2,#FF00FF,TWh
H2 prod,H2,0.82,H2,#FF00FF,TWh
H2,CHP,32.63,H2,#FF00FF,TWh
H2,Freight,15.57,H2,#FF00FF,TWh
CHP,Elec,42.08,Electricity,#00BFFF,TWh
CHP,Dec. sto,1.62,Heat LT,#FA8072,TWh
CHP,Heat LT Dec,5.56,Heat LT,#FA8072,TWh
CHP,Heat HT,24.21,Heat HT,#DC143C,TWh
HPs,Dec. sto,13.94,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,53.09,Heat LT,#FA8072,TWh
HPs,DHN,43.97,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,13.63,Heat LT,#FA8072,TWh
Boilers,Heat HT,17.39,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,29.71,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.25,Heat LT,#FA8072,TWh
DHN,DHN Sto,12.95,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,12.74,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,56.71,Heat HT,#DC143C,TWh
