Name	Used	Potential
ELECTRICITY	29180.973037	29180.975120
GASOLINE	6283.669208	Infinity
DIESEL	8394.628249	Infinity
BIOETHANOL	0.177634	Infinity
BIODIESEL	0.014118	Infinity
BIODIESEL_BE	0.000000	0.000000
LFO	0.037243	Infinity
LFO_RE_BE	0.000000	0.000000
GAS	94047.320877	Infinity
GAS_RE_IMPORT	0.042407	Infinity
GAS_RE_BE	0.000000	0.000000
WOOD	23400.000033	23400.000000
WOOD_PRODUCTION	11318.501766	70200.000000
WET_BIOMASS	38900.000046	38900.000000
COAL	0.016612	33354.999440
URANIUM	0.000000	Infinity
WASTE	17799.999727	17800.000000
H2	0.000400	Infinity
H2_RE_IMPORT	0.000031	Infinity
H2_RE_BE	0.000000	0.000000
AMMONIA	0.001389	Infinity
METHANOL	0.004716	Infinity
AMMONIA_RE_IMPORT	10169.846331	Infinity
AMMONIA_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	45963.373874	Infinity
METHANOL_RE_BE	0.000000	0.000000
ELEC_EXPORT	544.022123	Infinity
CO2_EMISSIONS	49554.115392	Infinity
RES_WIND	40792.601555	Infinity
RES_SOLAR	61052.717964	Infinity
RES_HYDRO	473.407030	Infinity
RES_GEO	0.000000	Infinity
CO2_ATM	0.006101	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
