source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.56,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.56,Ammonia,#000ECD,TWh
Imp. Methanol RE,Methanol,40.04,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,22.54,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,14.74,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.60,Methanol,#CC0066,TWh
Methanol,MTO,53.19,Methanol,#CC0066,TWh
Heat HT,MTO,14.14,Heat HT,#DC143C,TWh
MTO,HVC,42.85,HVC,#00FFFF,TWh
HVC,Non-energy demand,42.85,HVC,#00FFFF,TWh
Imp. Gas,Gas,111.13,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,Freight,3.09,GAS,#FFD700,TWh
Gas,CHP,97.75,GAS,#FFD700,TWh
Gas,Boilers,4.21,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,39.82,Wind,#27AE34,TWh
Hydro River,Elec,0.48,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Wood,H2 prod,43.15,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,10.11,Electricity,#00BFFF,TWh
Elec,Mob public,3.49,Electricity,#00BFFF,TWh
Elec,Freight,1.42,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.18,Electricity,#00BFFF,TWh
Elec,Curt.,0.32,Electricity,#00BFFF,TWh
Elec,Elec demand,103.25,Electricity,#00BFFF,TWh
Solar,Curt.,0.33,Solar,#FFFF00,TWh
Wind,Curt.,3.15,Wind,#27AE34,TWh
Elec,Storage,2.30,Electricity,#00BFFF,TWh
Storage,Elec demand,1.91,Electricity,#00BFFF,TWh
Elec,HPs,33.16,Electricity,#00BFFF,TWh
Elec,HT sto,6.11,Electricity,#00BFFF,TWh
HT sto,Heat HT,6.04,Heat HT,#DC143C,TWh
Elec,Heat HT,4.18,Electricity,#00BFFF,TWh
H2 prod,H2 sto.,0.03,H2,#FF00FF,TWh
H2 sto.,H2,0.03,H2,#FF00FF,TWh
H2 prod,H2,19.16,H2,#FF00FF,TWh
H2,Freight,15.57,H2,#FF00FF,TWh
CHP,Elec,43.38,Electricity,#00BFFF,TWh
CHP,DHN,2.46,Heat LT,#FA8072,TWh
CHP,Heat HT,42.13,Heat HT,#DC143C,TWh
HPs,Dec. sto,16.08,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,57.35,Heat LT,#FA8072,TWh
HPs,DHN,42.43,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,14.93,Heat LT,#FA8072,TWh
Boilers,Heat HT,18.50,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,29.94,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.24,Heat LT,#FA8072,TWh
DHN,DHN Sto,12.70,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,12.51,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,56.71,Heat HT,#DC143C,TWh
