Name	Used	Potential
AMMONIA	0.000000	Infinity
AMMONIA_RE_BE	468991.295227	Infinity
AMMONIA_RE_IMPORT	0.000000	Infinity
BIODIESEL	0.000000	Infinity
BIODIESEL_BE	5519.702968	Infinity
BIOETHANOL	0.000000	Infinity
CO2_ATM	0.000017	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	22.400240	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000000	0.000000
DIESEL	0.000000	Infinity
ELEC_EXPORT	0.000007	Infinity
ELECTRICITY	0.000000	27567.311340
GAS	0.000000	0.000000
GAS_RE_BE	18035.200887	Infinity
GAS_RE_IMPORT	0.000000	Infinity
GASOLINE	0.000001	Infinity
H2	0.000000	Infinity
H2_RE_BE	0.000841	Infinity
H2_RE_IMPORT	0.000000	Infinity
LFO	0.000000	Infinity
LFO_RE_BE	0.000041	Infinity
METHANOL	0.000001	Infinity
METHANOL_RE_BE	63951.332815	Infinity
METHANOL_RE_IMPORT	0.000000	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	0.000004	Infinity
RES_SOLAR	0.000002	Infinity
RES_WIND	0.000008	Infinity
URANIUM	0.000000	Infinity
WASTE	0.000006	17800.000000
WET_BIOMASS	0.000000	38900.000000
WOOD	0.000001	23400.000000
WOOD_PRODUCTION	0.000000	0.000000
