Name	Used	Potential
AMMONIA	0.001541	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	0.001468	Infinity
BIODIESEL	0.000435	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000308	Infinity
CO2_ATM	0.000000	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	11637.379031	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	26815.758851	35000.000000
DIESEL	0.001342	Infinity
ELEC_EXPORT	0.002461	Infinity
ELECTRICITY	0.001052	26695.865580
GAS	0.000034	1500000.000000
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000433	10000.000000
GASOLINE	0.000609	Infinity
H2	0.000008	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000089	Infinity
LFO	0.008729	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	0.001054	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000630	Infinity
RES_GEO	0.001715	Infinity
RES_HYDRO	90746.586847	Infinity
RES_SOLAR	0.005849	Infinity
RES_WIND	0.005922	Infinity
URANIUM	39727.349753	Infinity
WASTE	0.010435	38204.550000
WET_BIOMASS	5800.643138	41212.559600
WOOD	0.022649	99914.718060
WOOD_PRODUCTION	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
