source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,0.15,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,9.42,Ammonia,#000ECD,TWh
H2,Haber-Bosch,10.47,H2,#FF00FF,TWh
Elec,Haber-Bosch,1.14,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.24,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,9.27,Ammonia,#000ECD,TWh
Gas,Methane-to-Methanol,10.40,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,6.80,Methanol,#CC0066,TWh
Wood,Gasifi. to Methanol,68.08,Wood,#CD853F,TWh
Gasifi. to Methanol,Elec,1.35,Electricity,#00BFFF,TWh
Gasifi. to Methanol,DHN,14.89,DHN,#FA8072,TWh
Gasifi. to Methanol,Methanol,41.97,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.42,Methanol,#CC0066,TWh
Methanol,MTO,47.35,Methanol,#CC0066,TWh
Heat HT,MTO,12.59,Heat HT,#DC143C,TWh
MTO,HVC,38.15,HVC,#00FFFF,TWh
HVC,Non-energy demand,38.15,HVC,#00FFFF,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,12.32,GAS,#FFD700,TWh
Gas,Freight,1.92,GAS,#FFD700,TWh
Wind,Elec,512.77,Wind,#27AE34,TWh
Coal,Boilers,35.00,Coal,#A0522D,TWh
Solar,Elec,11.10,Solar,#FFFF00,TWh
Solar,Dec. sto,0.46,Solar,#FFFF00,TWh
Solar,Heat LT Dec,1.34,Solar,#FFFF00,TWh
Waste,Boilers,6.27,Waste,#808000,TWh
Wood,Boilers,17.81,Wood,#CD853F,TWh
Wet biomass,Biomethanation,41.21,Wood,#CD853F,TWh
Biomethanation,Gas Prod,12.32,GAS,#FFD700,TWh
Elec,Mob priv,113.91,Electricity,#00BFFF,TWh
Elec,Freight,5.34,Electricity,#00BFFF,TWh
Elec,Exp & Loss,29.10,Electricity,#00BFFF,TWh
Elec,Elec demand,71.31,Electricity,#00BFFF,TWh
Wind,Curt.,9.64,Wind,#27AE34,TWh
Elec,Storage,59.19,Electricity,#00BFFF,TWh
Storage,Elec demand,58.57,Electricity,#00BFFF,TWh
Elec,HPs,74.64,Electricity,#00BFFF,TWh
Elec,Dec. sto,0.49,Electricity,#00BFFF,TWh
Elec,Heat LT Dec,12.80,Electricity,#00BFFF,TWh
Elec,Heat HT,119.66,Electricity,#00BFFF,TWh
Elec,Electrolyser,117.30,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,20.70,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,109.02,Electricity,#00BFFF,TWh
Electrolyser,DHN,2.07,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,109.02,H2,#FF00FF,TWh
H2,Freight,98.55,H2,#FF00FF,TWh
HPs,Dec. sto,41.23,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,129.43,Heat LT,#FA8072,TWh
HPs,DHN,65.25,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,39.30,Heat LT,#FA8072,TWh
Boilers,Heat HT,49.24,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,58.23,Heat LT,#FA8072,TWh
DHN,Loss DHN,4.17,Heat LT,#FA8072,TWh
DHN,DHN Sto,21.05,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,20.14,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,135.61,Heat HT,#DC143C,TWh
