source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.20,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,50.21,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Gas,OCM,1.13,Gas,#FFD700,TWh
Elec,OCM,0.19,Electricity,#00BFFF,TWh
OCM,HVC,0.41,HVC,#00FFFF,TWh
Methanol,MTO,45.54,Methanol,#CC0066,TWh
Heat HT,MTO,12.11,Heat HT,#DC143C,TWh
MTO,HVC,36.69,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,11.18,Gasoline,#808080,TWh
Gasoline,Mob priv,-11.18,Gasoline,#808080,TWh
Imp. Diesel,Diesel,14.14,Diesel,#D3D3D3,TWh
Diesel,Freight,14.14,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,97.70,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.92,GAS,#FFD700,TWh
Gas sto.,Gas,0.90,GAS,#FFD700,TWh
Gas Prod,Gas,15.53,GAS,#FFD700,TWh
Gas,Mob public,4.05,GAS,#FFD700,TWh
Gas,CHP,94.30,GAS,#FFD700,TWh
Gas,Boilers,14.66,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.60,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,57.16,Solar,#FFFF00,TWh
Waste,Boilers,15.46,Waste,#808000,TWh
Wood,H2 prod,11.66,Wood,#CD853F,TWh
Wood prod.,Wood,1.28,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wood,Adlibio to hvc,13.01,Wood,#CD853F,TWh
H2,Adlibio to hvc,5.33,H2,#FF00FF,TWh
Adlibio to hvc,HVC,4.28,HVC,#00FFFF,TWh
Adlibio to hvc,Heat HT,9.87,HEAT_HIGH_T,#DC143C,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Gasoline,Mob priv,11.18,GASOLINE,#8080800,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,4.07,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.84,Electricity,#00BFFF,TWh
Elec,Curt.,2.55,Electricity,#00BFFF,TWh
Elec,Elec demand,96.42,Electricity,#00BFFF,TWh
Solar,Curt.,1.51,Solar,#FFFF00,TWh
Wind,Curt.,4.37,Wind,#27AE34,TWh
Elec,Storage,1.15,Electricity,#00BFFF,TWh
Storage,Elec demand,0.86,Electricity,#00BFFF,TWh
Elec,HPs,34.82,Electricity,#00BFFF,TWh
Elec,HT sto,7.45,Electricity,#00BFFF,TWh
HT sto,Heat HT,7.38,Heat HT,#DC143C,TWh
Elec,Heat HT,-1.56,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,0.29,H2,#FF00FF,TWh
H2 prod,H2 sto.,0.02,H2,#FF00FF,TWh
H2 sto.,H2,0.02,H2,#FF00FF,TWh
H2 prod,H2,5.02,H2,#FF00FF,TWh
CHP,Elec,42.97,Electricity,#00BFFF,TWh
CHP,DHN,9.83,Heat LT,#FA8072,TWh
CHP,Heat HT,32.08,Heat HT,#DC143C,TWh
HPs,Dec. sto,17.19,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,59.52,Heat LT,#FA8072,TWh
HPs,DHN,37.01,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,15.93,Heat LT,#FA8072,TWh
Boilers,Heat HT,26.27,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,33.56,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,10.93,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,10.75,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
