Name	GWP_constr	GWP_op
NUCLEAR	0.000000	0.000000
CCGT	0.000015	0.000000
CCGT_AMMONIA	0.000113	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	4926.744355	0.000000
WIND_ONSHORE	207.616667	0.000000
WIND_OFFSHORE	124.570000	0.000000
HYDRO_RIVER	3.630607	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	145.315603	0.000000
IND_COGEN_WOOD	0.000008	0.000000
IND_COGEN_WASTE	0.000008	0.000000
IND_BOILER_GAS	3.240619	0.000000
IND_BOILER_WOOD	0.000008	0.000000
IND_BOILER_OIL	0.000007	0.000000
IND_BOILER_COAL	0.000001	0.000000
IND_BOILER_WASTE	5.002119	0.000000
IND_DIRECT_ELEC	0.685964	0.000000
DHN_HP_ELEC	54.252242	0.000000
DHN_COGEN_GAS	0.000088	0.000000
DHN_COGEN_WOOD	0.000004	0.000000
DHN_COGEN_WASTE	0.000006	0.000000
DHN_COGEN_WET_BIOMASS	0.000014	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000005	0.000000
DHN_BOILER_GAS	0.000002	0.000000
DHN_BOILER_WOOD	0.000003	0.000000
DHN_BOILER_OIL	0.000001	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000004	0.000000
DEC_HP_ELEC	155.583187	0.000000
DEC_THHP_GAS	0.000138	0.000000
DEC_COGEN_GAS	0.000044	0.000000
DEC_COGEN_OIL	0.000038	0.000000
DEC_ADVCOGEN_GAS	0.000039	0.000000
DEC_ADVCOGEN_H2	189.562197	0.000000
DEC_BOILER_GAS	0.000007	0.000000
DEC_BOILER_WOOD	0.000003	0.000000
DEC_BOILER_OIL	0.000006	0.000000
DEC_SOLAR	0.000067	0.000000
DEC_DIRECT_ELEC	0.000002	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
BUS_COACH_ELECTRIC	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_ELEC	0.000000	0.000000
TRUCK_NG	0.000000	0.000000
HABER_BOSCH	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
ADLIBIO_TO_HVC	148.376987	0.000000
PHS	0.833001	0.000000
BATT_LI	13.112523	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000
TS_DEC_HP_ELEC	0.000000	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000
TS_DHN_DAILY	0.000000	0.000000
TS_DHN_SEASONAL	0.000000	0.000000
TS_HIGH_TEMP	0.000000	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
ADLIBIO_TO_FUEL	0.000048	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIO_HYDROLYSIS	0.000000	0.000000
BIOMETHANATION	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000
GRID	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
H2_ELECTROLYSIS	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000
REDIFUEL	0.000007	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
AMMONIA	0.000000	0.000076
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	0.000000	0.000000
BIODIESEL	0.000000	0.000000
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000000	0.000000
DIESEL	0.000000	0.000299
ELEC_EXPORT	0.000000	0.000000
ELECTRICITY	0.000000	0.000000
GAS	0.000000	11742.791029
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000000	0.000000
GASOLINE	0.000000	0.000143
H2	0.000000	0.000001
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000000	0.000000
LFO	0.000000	0.001995
LFO_RE_BE	0.000000	0.000000
METHANOL	0.000000	10609.716231
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000000	0.000000
RES_GEO	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_WIND	0.000000	0.000000
URANIUM	0.000000	0.000000
WASTE	0.000000	1906.712700
WET_BIOMASS	0.000000	459.020000
WOOD	0.000000	659.879995
WOOD_PRODUCTION	0.000000	2598.756354
