source,target,realValue,layerID,layerColor,layerUnit
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,11.52,H2,#FF00FF,TWh
Elec,Haber-Bosch,1.25,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.37,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,10.20,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,33.44,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,6.84,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,4.48,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Oil,NSC,19.00,Naphtha,#8B008B,TWh
Elec,NSC,0.22,Electricity,#00BFFF,TWh
Heat HT,NSC,0.18,Heat HT,#DC143C,TWh
NSC,HVC,10.45,HVC,#00FFFF,TWh
Gas,OCM,4.53,Gas,#FFD700,TWh
Elec,OCM,0.76,Electricity,#00BFFF,TWh
OCM,HVC,1.62,HVC,#00FFFF,TWh
Methanol,MTO,36.37,Methanol,#CC0066,TWh
Heat HT,MTO,9.67,Heat HT,#DC143C,TWh
MTO,HVC,29.30,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,27.59,Gasoline,#808080,TWh
Gasoline,Mob priv,-27.59,Gasoline,#808080,TWh
Imp. Diesel,Diesel,5.71,Diesel,#D3D3D3,TWh
Diesel,Mob public,2.99,Diesel,#D3D3D3,TWh
Diesel,Freight,2.72,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,115.99,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,18.60,GAS,#FFD700,TWh
Gas,H2 prod,3.53,GAS,#FFD700,TWh
Gas,CHP,106.61,GAS,#FFD700,TWh
Gas,Boilers,13.07,GAS,#FFD700,TWh
Electricity,Elec,19.14,Electricity,#00BFFF,TWh
Wind,Elec,42.97,Wind,#27AE34,TWh
Hydro River,Elec,0.49,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Imp. Oil,Oil,19.00,Oil,#8B008B,TWh
Wood,H2 prod,93.60,Wood,#CD853F,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,2.84,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.06,Electricity,#00BFFF,TWh
Elec,Elec demand,96.25,Electricity,#00BFFF,TWh
Elec,Storage,1.38,Electricity,#00BFFF,TWh
Storage,Elec demand,1.04,Electricity,#00BFFF,TWh
Elec,HPs,35.37,Electricity,#00BFFF,TWh
Elec,HT sto,11.90,Electricity,#00BFFF,TWh
HT sto,Heat HT,11.73,Heat HT,#DC143C,TWh
Elec,Heat HT,2.76,Electricity,#00BFFF,TWh
Elec,Electrolyser,5.79,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,1.02,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,5.38,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.10,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,2.59,H2,#FF00FF,TWh
H2 sto.,H2,2.24,H2,#FF00FF,TWh
H2 prod,H2,45.86,H2,#FF00FF,TWh
H2,Freight,14.30,H2,#FF00FF,TWh
H2,Gas Prod,22.32,H2,#FF00FF,TWh
CHP,Elec,47.28,Electricity,#00BFFF,TWh
CHP,DHN,2.47,Heat LT,#FA8072,TWh
CHP,Heat HT,46.20,Heat HT,#DC143C,TWh
HPs,Dec. sto,26.63,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,50.91,Heat LT,#FA8072,TWh
HPs,DHN,38.11,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,24.54,Heat LT,#FA8072,TWh
Boilers,Heat HT,12.12,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,35.05,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.38,Heat LT,#FA8072,TWh
DHN,DHN Sto,10.11,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,9.27,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
