Name	Used	Potential
AMMONIA	6184.413305	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	0.000069	Infinity
BIODIESEL	0.000468	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000438	Infinity
CO2_ATM	34658.572385	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	41643.809865	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000246	35000.000000
DIESEL	0.000495	Infinity
ELEC_EXPORT	0.002531	Infinity
ELECTRICITY	0.000449	26695.865580
GAS	0.000434	1500000.000000
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	-0.000000	Infinity
GASOLINE	0.000234	Infinity
H2	0.000001	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000000	Infinity
LFO	0.001286	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	516.842908	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000052	Infinity
RES_GEO	0.002032	Infinity
RES_HYDRO	31282.104589	Infinity
RES_SOLAR	429817.142576	Infinity
RES_WIND	524251.470621	Infinity
URANIUM	0.000000	Infinity
WASTE	0.002205	38204.550000
WET_BIOMASS	0.016043	41212.559600
WOOD	99914.718052	99914.718060
WOOD_PRODUCTION	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
