source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia,Ammonia,4.52,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,6.42,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.70,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.76,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,5.68,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,0.75,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,6.52,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,4.26,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,11.18,Gasoline,#808080,TWh
Gasoline,Mob priv,-11.18,Gasoline,#808080,TWh
Imp. Gas,Gas,191.55,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,Mob public,10.56,GAS,#FFD700,TWh
Gas,Freight,3.13,GAS,#FFD700,TWh
Gas,H2 prod,53.01,GAS,#FFD700,TWh
Gas,CHP,114.13,GAS,#FFD700,TWh
Gas,HPs,5.78,GAS,#FFD700,TWh
Gas,Boilers,14.82,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.55,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,45.57,Solar,#FFFF00,TWh
Waste,Boilers,11.48,Waste,#808000,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Elec,Mob public,2.29,Electricity,#00BFFF,TWh
Elec,Freight,10.94,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.67,Electricity,#00BFFF,TWh
Elec,Curt.,0.62,Electricity,#00BFFF,TWh
Elec,Elec demand,96.50,Electricity,#00BFFF,TWh
Solar,Curt.,2.33,Solar,#FFFF00,TWh
Wind,Curt.,4.42,Wind,#27AE34,TWh
Elec,Storage,1.05,Electricity,#00BFFF,TWh
Storage,Elec demand,0.78,Electricity,#00BFFF,TWh
Elec,HPs,31.41,Electricity,#00BFFF,TWh
H2 prod,H2 sto.,0.25,H2,#FF00FF,TWh
H2 sto.,H2,0.22,H2,#FF00FF,TWh
H2 prod,H2,38.60,H2,#FF00FF,TWh
CHP,Elec,51.91,Electricity,#00BFFF,TWh
CHP,DHN,11.27,Heat LT,#FA8072,TWh
CHP,Heat HT,39.53,Heat HT,#DC143C,TWh
HPs,Dec. sto,16.93,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,59.86,Heat LT,#FA8072,TWh
HPs,DHN,34.80,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,15.60,Heat LT,#FA8072,TWh
Boilers,Heat HT,23.16,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,34.08,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,10.42,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,10.24,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
