source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.20,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,56.02,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,MTO,51.36,Methanol,#CC0066,TWh
Heat HT,MTO,13.65,Heat HT,#DC143C,TWh
MTO,HVC,41.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Diesel,Diesel,14.14,Diesel,#D3D3D3,TWh
Diesel,Freight,14.14,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,102.24,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.93,GAS,#FFD700,TWh
Gas sto.,Gas,0.92,GAS,#FFD700,TWh
Gas Prod,Gas,15.52,GAS,#FFD700,TWh
Gas,Mob public,3.92,GAS,#FFD700,TWh
Gas,CHP,97.67,GAS,#FFD700,TWh
Gas,Boilers,17.09,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.63,Wind,#27AE34,TWh
Hydro River,Elec,0.46,Hydro River,#0000FF,TWh
Solar,Elec,53.28,Solar,#FFFF00,TWh
Waste,Boilers,17.23,Waste,#808000,TWh
Wood,H2 prod,15.23,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,2.59,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.68,Electricity,#00BFFF,TWh
Elec,Curt.,1.71,Electricity,#00BFFF,TWh
Elec,Elec demand,96.49,Electricity,#00BFFF,TWh
Solar,Curt.,1.97,Solar,#FFFF00,TWh
Wind,Curt.,4.33,Wind,#27AE34,TWh
Elec,Storage,1.07,Electricity,#00BFFF,TWh
Storage,Elec demand,0.80,Electricity,#00BFFF,TWh
Elec,HPs,35.64,Electricity,#00BFFF,TWh
Elec,HT sto,6.96,Electricity,#00BFFF,TWh
HT sto,Heat HT,6.89,Heat HT,#DC143C,TWh
Elec,Heat HT,-2.87,Electricity,#00BFFF,TWh
Elec,Electrolyser,0.52,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,0.09,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,0.49,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.01,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,7.07,H2,#FF00FF,TWh
H2,Freight,2.61,H2,#FF00FF,TWh
CHP,Elec,43.94,Electricity,#00BFFF,TWh
CHP,DHN,6.47,Heat LT,#FA8072,TWh
CHP,Heat HT,37.49,Heat HT,#DC143C,TWh
HPs,Dec. sto,16.58,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,60.06,Heat LT,#FA8072,TWh
HPs,DHN,40.37,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,15.39,Heat LT,#FA8072,TWh
Boilers,Heat HT,29.98,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,32.41,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,12.09,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,11.90,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
