Name	Used	Potential
AMMONIA	0.000687	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	9761.330563	Infinity
BIODIESEL	0.001565	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.001213	Infinity
CO2_ATM	0.001298	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	40374.474057	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.006658	33354.999440
DIESEL	14135.973139	Infinity
ELEC_EXPORT	1965.049797	Infinity
ELECTRICITY	27567.311863	27567.311340
GAS	98220.527955	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000005	Infinity
GASOLINE	0.003170	Infinity
H2	0.000008	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	5822.838610	Infinity
LFO	0.007162	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	56020.908340	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000755	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	457.759400	Infinity
RES_SOLAR	52552.240032	Infinity
RES_WIND	38501.321343	Infinity
URANIUM	0.000000	Infinity
WASTE	16306.948232	17800.000000
WET_BIOMASS	38900.001170	38900.000000
WOOD	23399.998135	23400.000000
WOOD_PRODUCTION	761.715794	70200.000000
