source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,8.08,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,2.40,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.26,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.28,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,2.12,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,56.61,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,Freight,0.98,Methanol,#CC0066,TWh
Methanol,MTO,51.36,Methanol,#CC0066,TWh
Heat HT,MTO,13.65,Heat HT,#DC143C,TWh
MTO,HVC,41.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Diesel,Diesel,19.71,Diesel,#D3D3D3,TWh
Diesel,Freight,19.71,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,133.40,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.10,GAS,#FFD700,TWh
Gas sto.,Gas,0.10,GAS,#FFD700,TWh
Gas Prod,Gas,14.62,GAS,#FFD700,TWh
Gas,Mob public,14.25,GAS,#FFD700,TWh
Gas,H2 prod,13.36,GAS,#FFD700,TWh
Gas,CHP,97.50,GAS,#FFD700,TWh
Gas,HPs,14.40,GAS,#FFD700,TWh
Gas,Boilers,8.60,GAS,#FFD700,TWh
Electricity,Elec,26.70,Electricity,#00BFFF,TWh
Wind,Elec,39.40,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Solar,Elec,30.19,Solar,#FFFF00,TWh
Waste,Boilers,6.71,Waste,#808000,TWh
Wood prod.,Wood,15.37,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wood,Adlibio to fuel,38.77,Wood,#CD853F,TWh
H2,Adlibio to fuel,15.89,H2,#FF00FF,TWh
Adlibio to fuel,Gasoline,23.18,GASOLINE,#8080800,TWh
Adlibio to fuel,Heat HT,29.63,HEAT_HIGH_T,#DC143C,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,14.72,GAS,#FFD700,TWh
Biomethanation,Elec,1.00,Electricity,#00BFFF,TWh
Elec,Mob priv,5.27,Electricity,#00BFFF,TWh
Gasoline,Mob priv,23.18,GASOLINE,#8080800,TWh
Elec,Mob public,1.58,Electricity,#00BFFF,TWh
Elec,Freight,1.50,Electricity,#00BFFF,TWh
Elec,Exp & Loss,6.68,Electricity,#00BFFF,TWh
Elec,Curt.,0.23,Electricity,#00BFFF,TWh
Elec,Elec demand,96.45,Electricity,#00BFFF,TWh
Solar,Curt.,0.11,Solar,#FFFF00,TWh
Wind,Curt.,3.57,Wind,#27AE34,TWh
Elec,Storage,1.11,Electricity,#00BFFF,TWh
Storage,Elec demand,0.83,Electricity,#00BFFF,TWh
Elec,HPs,27.94,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,8.57,H2,#FF00FF,TWh
H2 prod,H2 sto.,0.59,H2,#FF00FF,TWh
H2 sto.,H2,0.51,H2,#FF00FF,TWh
H2 prod,H2,9.20,H2,#FF00FF,TWh
CHP,Elec,44.51,Electricity,#00BFFF,TWh
CHP,DHN,10.76,Heat LT,#FA8072,TWh
CHP,Heat HT,32.48,Heat HT,#DC143C,TWh
HPs,Dec. sto,13.88,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,62.64,Heat LT,#FA8072,TWh
HPs,DHN,35.82,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,12.82,Heat LT,#FA8072,TWh
Boilers,Heat HT,13.48,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,34.11,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,10.41,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,10.21,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
