source,target,realValue,layerID,layerColor,layerUnit
Prod. Ammonia RE,Ammonia,20.58,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.56,Ammonia,#000ECD,TWh
Ammonia,Elec,10.02,Ammonia,#000ECD,TWh
Imp. Methanol RE,Methanol,46.83,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,12.16,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,7.95,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.60,Methanol,#CC0066,TWh
Methanol,MTO,53.19,Methanol,#CC0066,TWh
Heat HT,MTO,14.14,Heat HT,#DC143C,TWh
MTO,HVC,42.85,HVC,#00FFFF,TWh
HVC,Non-energy demand,42.85,HVC,#00FFFF,TWh
Imp. Gas,Gas,94.88,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,Freight,3.09,GAS,#FFD700,TWh
Gas,CHP,89.22,GAS,#FFD700,TWh
Gas,Boilers,6.86,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,39.76,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Wood,H2 prod,33.76,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,10.11,Electricity,#00BFFF,TWh
Elec,Mob public,3.66,Electricity,#00BFFF,TWh
Elec,Freight,1.42,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.22,Electricity,#00BFFF,TWh
Elec,Curt.,0.44,Electricity,#00BFFF,TWh
Elec,Elec demand,103.73,Electricity,#00BFFF,TWh
Solar,Curt.,0.48,Solar,#FFFF00,TWh
Wind,Curt.,3.21,Wind,#27AE34,TWh
Elec,Storage,1.77,Electricity,#00BFFF,TWh
Storage,Elec demand,1.44,Electricity,#00BFFF,TWh
Elec,HPs,33.74,Electricity,#00BFFF,TWh
Elec,HT sto,5.41,Electricity,#00BFFF,TWh
HT sto,Heat HT,5.34,Heat HT,#DC143C,TWh
Elec,Heat HT,3.70,Electricity,#00BFFF,TWh
Elec,Electrolyser,1.09,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,0.19,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,1.01,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.02,Heat LT,#FA8072,TWh
H2 prod,H2,16.03,H2,#FF00FF,TWh
H2,Freight,15.57,H2,#FF00FF,TWh
CHP,Elec,39.25,Electricity,#00BFFF,TWh
CHP,Heat HT,41.04,Heat HT,#DC143C,TWh
HPs,Dec. sto,16.04,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,57.39,Heat LT,#FA8072,TWh
HPs,DHN,44.91,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,14.89,Heat LT,#FA8072,TWh
Boilers,Heat HT,20.96,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,28.93,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.25,Heat LT,#FA8072,TWh
DHN,DHN Sto,13.75,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,13.52,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,56.71,Heat HT,#DC143C,TWh
