source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.47,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.47,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,57.85,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.58,Methanol,#CC0066,TWh
Methanol,MTO,52.73,Methanol,#CC0066,TWh
Heat HT,MTO,14.02,Heat HT,#DC143C,TWh
MTO,HVC,42.48,HVC,#00FFFF,TWh
HVC,Non-energy demand,42.48,HVC,#00FFFF,TWh
Imp. Diesel,Diesel,9.29,Diesel,#D3D3D3,TWh
Diesel,Freight,9.29,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,83.50,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,CHP,82.11,GAS,#FFD700,TWh
Gas,Boilers,17.84,GAS,#FFD700,TWh
Electricity,Elec,29.18,Electricity,#00BFFF,TWh
Wind,Elec,40.79,Wind,#27AE34,TWh
Hydro River,Elec,0.48,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,10.92,Waste,#808000,TWh
Oil,Boilers,4.10,Oil,#8B008B,TWh
Wood,H2 prod,28.78,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,9.85,Electricity,#00BFFF,TWh
Elec,Mob public,3.80,Electricity,#00BFFF,TWh
Elec,Freight,1.43,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.95,Electricity,#00BFFF,TWh
Elec,Curt.,0.48,Electricity,#00BFFF,TWh
Elec,Elec demand,84.15,Electricity,#00BFFF,TWh
Solar,Curt.,0.55,Solar,#FFFF00,TWh
Wind,Curt.,2.17,Wind,#27AE34,TWh
Elec,Storage,16.98,Electricity,#00BFFF,TWh
Storage,Elec demand,15.06,Electricity,#00BFFF,TWh
Elec,HPs,35.68,Electricity,#00BFFF,TWh
Elec,HT sto,8.31,Electricity,#00BFFF,TWh
HT sto,Heat HT,8.25,Heat HT,#DC143C,TWh
Elec,Heat HT,-2.26,Electricity,#00BFFF,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,12.52,H2,#FF00FF,TWh
H2,Mob public,1.62,H2,#FF00FF,TWh
H2,Freight,8.53,H2,#FF00FF,TWh
CHP,Elec,36.13,Electricity,#00BFFF,TWh
CHP,Heat HT,37.77,Heat HT,#DC143C,TWh
HPs,Dec. sto,11.16,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,63.42,Heat LT,#FA8072,TWh
HPs,DHN,46.07,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,10.71,Heat LT,#FA8072,TWh
Boilers,Heat HT,29.39,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,36.40,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.30,Heat LT,#FA8072,TWh
DHN,DHN Sto,7.36,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,7.14,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,59.06,Heat HT,#DC143C,TWh
