source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,3.33,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.56,Ammonia,#000ECD,TWh
H2,Haber-Bosch,8.17,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.89,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.97,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,7.23,Ammonia,#000ECD,TWh
Imp. Methanol RE,Methanol,27.99,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,3.24,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,2.12,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.60,Methanol,#CC0066,TWh
Wood,Adlibio. to HVC,45.51,Wood,#CD853F,TWh
H2,Adlibio. to HVC,15.87,H2,#FF00FF,TWh
Elec,Adlibio. to HVC,0.69,Electricity,#00BFFF,TWh
Heat HT,Adlibio. to HVC,14.91,Heat HT,#DC143C,TWh
Adlibio. to HVC,HVC,22.42,HVC,#00FFFF,TWh
Methanol,MTO,25.37,Methanol,#CC0066,TWh
Heat HT,MTO,6.74,Heat HT,#DC143C,TWh
MTO,HVC,20.44,HVC,#00FFFF,TWh
HVC,Non-energy demand,42.85,HVC,#00FFFF,TWh
Imp. Gas RE,Gas,40.95,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,CHP,51.28,GAS,#FFD700,TWh
Gas,Boilers,2.89,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,39.79,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,12.81,Waste,#808000,TWh
Wood,H2 prod,48.09,Wood,#CD853F,TWh
Wood prod.,Wood,70.20,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,10.11,Electricity,#00BFFF,TWh
Elec,Mob public,1.34,Electricity,#00BFFF,TWh
Elec,Freight,1.42,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.13,Electricity,#00BFFF,TWh
Elec,Curt.,0.27,Electricity,#00BFFF,TWh
Elec,Elec demand,102.93,Electricity,#00BFFF,TWh
Solar,Curt.,0.26,Solar,#FFFF00,TWh
Wind,Curt.,3.17,Wind,#27AE34,TWh
Elec,Storage,2.65,Electricity,#00BFFF,TWh
Storage,Elec demand,2.23,Electricity,#00BFFF,TWh
Elec,HPs,31.18,Electricity,#00BFFF,TWh
Elec,HT sto,9.63,Electricity,#00BFFF,TWh
HT sto,Heat HT,9.53,Heat HT,#DC143C,TWh
Elec,Heat HT,2.25,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,63.08,H2,#FF00FF,TWh
H2 prod,H2 sto.,1.78,H2,#FF00FF,TWh
H2 sto.,H2,1.54,H2,#FF00FF,TWh
H2 prod,H2,19.62,H2,#FF00FF,TWh
H2,CHP,33.99,H2,#FF00FF,TWh
H2,Freight,15.57,H2,#FF00FF,TWh
CHP,Elec,42.28,Electricity,#00BFFF,TWh
CHP,Dec. sto,1.26,Heat LT,#FA8072,TWh
CHP,Heat LT Dec,6.22,Heat LT,#FA8072,TWh
CHP,Heat HT,23.59,Heat HT,#DC143C,TWh
HPs,Dec. sto,13.61,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,52.40,Heat LT,#FA8072,TWh
HPs,DHN,43.96,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,13.66,Heat LT,#FA8072,TWh
Boilers,Heat HT,13.19,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,29.24,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.25,Heat LT,#FA8072,TWh
DHN,DHN Sto,13.44,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,13.21,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,56.71,Heat HT,#DC143C,TWh
