source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,14.88,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,14.88,Ammonia,#000ECD,TWh
Wood,Gasifi. to Methanol,3.65,Wood,#CD853F,TWh
Gasifi. to Methanol,Elec,0.07,Electricity,#00BFFF,TWh
Gasifi. to Methanol,DHN,0.80,DHN,#FA8072,TWh
Gasifi. to Methanol,Methanol,2.25,Methanol,#CC0066,TWh
Methanol,Non-energy demand,2.25,Methanol,#CC0066,TWh
Oil,NSC,109.78,Naphtha,#8B008B,TWh
Elec,NSC,1.28,Electricity,#00BFFF,TWh
Heat HT,NSC,1.04,Heat HT,#DC143C,TWh
NSC,HVC,60.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,60.38,HVC,#00FFFF,TWh
Imp. Gas,Gas,140.32,Gas,#FFD700,TWh
Gas Prod,Gas sto.,14.68,GAS,#FFD700,TWh
Gas sto.,Gas,14.39,GAS,#FFD700,TWh
Gas Prod,Gas,-10.02,GAS,#FFD700,TWh
Gas,Freight,41.85,GAS,#FFD700,TWh
Gas,HPs,70.57,GAS,#FFD700,TWh
Gas,Boilers,32.34,GAS,#FFD700,TWh
Wind,Elec,111.36,Wind,#27AE34,TWh
Coal,Boilers,33.35,Coal,#A0522D,TWh
Solar,Elec,46.73,Solar,#FFFF00,TWh
Geothermal,Elec,1.66,Geothermal,#FF0000,TWh
Waste,Boilers,31.62,Waste,#808000,TWh
Imp. Oil,Oil,109.78,Oil,#8B008B,TWh
Wood,Boilers,0.62,Wood,#CD853F,TWh
Wet biomass,Biomethanation,15.61,Wood,#CD853F,TWh
Biomethanation,Gas Prod,4.66,GAS,#FFD700,TWh
Elec,Mob priv,37.32,Electricity,#00BFFF,TWh
Elec,Freight,2.37,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.51,Electricity,#00BFFF,TWh
Elec,Elec demand,62.61,Electricity,#00BFFF,TWh
Elec,Storage,25.92,Electricity,#00BFFF,TWh
Storage,Elec demand,25.65,Electricity,#00BFFF,TWh
Elec,HPs,18.29,Electricity,#00BFFF,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,0.00,H2,#FF00FF,TWh
HPs,Dec. sto,2.12,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,105.83,Heat LT,#FA8072,TWh
HPs,DHN,66.21,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,2.02,Heat LT,#FA8072,TWh
Boilers,Heat HT,83.80,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,47.23,Heat LT,#FA8072,TWh
DHN,Loss DHN,3.35,Heat LT,#FA8072,TWh
DHN,DHN Sto,16.43,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,16.11,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,82.76,Heat HT,#DC143C,TWh
