Name	Used	Potential
AMMONIA	0.000197	Infinity
AMMONIA_RE_BE	0.000434	Infinity
AMMONIA_RE_IMPORT	5765.288560	Infinity
BIODIESEL	0.000790	Infinity
BIODIESEL_BE	0.000822	Infinity
BIOETHANOL	0.000306	Infinity
CO2_ATM	0.001026	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	29292.406666	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000000	0.000000
DIESEL	0.001015	Infinity
ELEC_EXPORT	1689.434905	Infinity
ELECTRICITY	27567.311384	27567.311340
GAS	31509.167478	Infinity
GAS_RE_BE	0.000266	Infinity
GAS_RE_IMPORT	0.000006	Infinity
GASOLINE	0.000425	Infinity
H2	0.000001	Infinity
H2_RE_BE	1624.559432	Infinity
H2_RE_IMPORT	79296.493214	Infinity
LFO	0.001617	Infinity
LFO_RE_BE	0.000436	Infinity
METHANOL	37510.484912	Infinity
METHANOL_RE_BE	0.000354	Infinity
METHANOL_RE_IMPORT	0.002708	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	473.344139	Infinity
RES_SOLAR	59125.058508	Infinity
RES_WIND	38447.231670	Infinity
URANIUM	0.000000	Infinity
WASTE	17799.993719	17800.000000
WET_BIOMASS	38900.000841	38900.000000
WOOD	23400.000221	23400.000000
WOOD_PRODUCTION	24823.032459	70200.000000
