source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,3.46,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.56,Ammonia,#000ECD,TWh
H2,Haber-Bosch,8.02,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.87,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.95,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,7.10,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,36.96,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,1.23,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,0.80,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.60,Methanol,#CC0066,TWh
Methanol,MTO,33.02,Methanol,#CC0066,TWh
Heat HT,MTO,8.78,Heat HT,#DC143C,TWh
MTO,HVC,26.61,HVC,#00FFFF,TWh
HVC,Non-energy demand,42.85,HVC,#00FFFF,TWh
Imp. Gas,Gas,49.42,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,CHP,57.08,GAS,#FFD700,TWh
Gas,Boilers,7.56,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,39.30,Wind,#27AE34,TWh
Hydro River,Elec,0.49,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,14.93,Waste,#808000,TWh
Wood,H2 prod,24.79,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,10.11,Electricity,#00BFFF,TWh
Elec,Mob public,1.34,Electricity,#00BFFF,TWh
Elec,Freight,1.42,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.04,Electricity,#00BFFF,TWh
Elec,Curt.,1.01,Electricity,#00BFFF,TWh
Elec,Elec demand,103.36,Electricity,#00BFFF,TWh
Solar,Curt.,1.01,Solar,#FFFF00,TWh
Wind,Curt.,3.66,Wind,#27AE34,TWh
Elec,Storage,2.19,Electricity,#00BFFF,TWh
Storage,Elec demand,1.81,Electricity,#00BFFF,TWh
Elec,HPs,31.56,Electricity,#00BFFF,TWh
Elec,HT sto,9.26,Electricity,#00BFFF,TWh
HT sto,Heat HT,9.16,Heat HT,#DC143C,TWh
Elec,Heat HT,0.01,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,63.64,H2,#FF00FF,TWh
H2 prod,H2 sto.,2.58,H2,#FF00FF,TWh
H2 sto.,H2,2.23,H2,#FF00FF,TWh
H2 prod,H2,8.44,H2,#FF00FF,TWh
H2,CHP,28.60,H2,#FF00FF,TWh
H2,Freight,15.57,H2,#FF00FF,TWh
CHP,Elec,41.71,Electricity,#00BFFF,TWh
CHP,Dec. sto,1.04,Heat LT,#FA8072,TWh
CHP,Heat LT Dec,5.25,Heat LT,#FA8072,TWh
CHP,Heat HT,26.26,Heat HT,#DC143C,TWh
HPs,Dec. sto,14.00,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,53.21,Heat LT,#FA8072,TWh
HPs,DHN,43.96,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,13.82,Heat LT,#FA8072,TWh
Boilers,Heat HT,19.26,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,30.08,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.25,Heat LT,#FA8072,TWh
DHN,DHN Sto,12.58,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,12.37,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,56.71,Heat HT,#DC143C,TWh
