Name	Used	Potential
AMMONIA	0.000000	Infinity
AMMONIA_RE_BE	387570.794716	Infinity
AMMONIA_RE_IMPORT	0.000000	Infinity
BIODIESEL	0.000000	Infinity
BIODIESEL_BE	34582.596548	Infinity
BIOETHANOL	0.000000	Infinity
CO2_ATM	1646.396510	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	247.721217	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000000	0.000000
DIESEL	0.000000	Infinity
ELEC_EXPORT	0.000000	Infinity
ELECTRICITY	0.000000	27567.311340
GAS	0.000000	0.000000
GAS_RE_BE	17.971766	Infinity
GAS_RE_IMPORT	0.000000	Infinity
GASOLINE	0.000000	Infinity
H2	0.000000	Infinity
H2_RE_BE	9878.379071	Infinity
H2_RE_IMPORT	0.000000	Infinity
LFO	0.000000	Infinity
LFO_RE_BE	0.000002	Infinity
METHANOL	0.000000	Infinity
METHANOL_RE_BE	51594.847071	Infinity
METHANOL_RE_IMPORT	0.000000	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	487.581600	Infinity
RES_SOLAR	0.000000	Infinity
RES_WIND	42965.113500	Infinity
URANIUM	0.000000	Infinity
WASTE	0.000000	17800.000000
WET_BIOMASS	0.000000	38900.000000
WOOD	0.000000	23400.000000
WOOD_PRODUCTION	0.000000	0.000000
