Name	Crit_1_constr	Crit_1_op
NUCLEAR	0.000000	0.000000
CCGT	0.000000	0.000000
CCGT_AMMONIA	0.000000	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	5232.181155	0.000000
WIND_ONSHORE	956.666672	0.000000
WIND_OFFSHORE	547.999985	0.000000
HYDRO_RIVER	23.747503	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	651.959268	0.000000
IND_COGEN_WOOD	0.000000	0.000000
IND_COGEN_WASTE	0.000000	0.000000
IND_BOILER_GAS	36.512017	0.000000
IND_BOILER_WOOD	0.000000	0.000000
IND_BOILER_OIL	0.000014	0.000000
IND_BOILER_COAL	0.000011	0.000000
IND_BOILER_WASTE	5.487405	0.000000
IND_DIRECT_ELEC	0.000001	0.000000
DHN_HP_ELEC	49.347662	0.000000
DHN_COGEN_GAS	13.611748	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000000	0.000000
DHN_BOILER_GAS	0.000001	0.000000
DHN_BOILER_WOOD	0.000000	0.000000
DHN_BOILER_OIL	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000003	0.000000
DEC_HP_ELEC	181.513223	0.000000
DEC_THHP_GAS	0.001193	0.000000
DEC_COGEN_GAS	0.000000	0.000000
DEC_COGEN_OIL	0.000003	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000
DEC_ADVCOGEN_H2	0.000004	0.000000
DEC_BOILER_GAS	0.000005	0.000000
DEC_BOILER_WOOD	0.000000	0.000000
DEC_BOILER_OIL	0.000000	0.000000
DEC_SOLAR	0.000011	0.000000
DEC_DIRECT_ELEC	0.000009	0.000000
TRAMWAY_TROLLEY	18.446532	0.000000
BUS_COACH_DIESEL	0.000025	0.000000
BUS_COACH_HYDIESEL	0.000050	0.000000
BUS_COACH_CNG_STOICH	220.715580	0.000000
BUS_COACH_FC_HYBRIDH2	0.000131	0.000000
BUS_COACH_ELECTRIC	0.000477	0.000000
TRAIN_PUB	95.782730	0.000000
CAR_GASOLINE	2843.463356	0.000000
CAR_DIESEL	0.000042	0.000000
CAR_NG	0.000033	0.000000
CAR_METHANOL	0.000005	0.000000
CAR_HEV	0.000008	0.000000
CAR_PHEV	0.001697	0.000000
CAR_BEV	9928.963685	0.000000
CAR_FUEL_CELL	0.000294	0.000000
TRAIN_FREIGHT	33.527181	0.000000
BOAT_FREIGHT_DIESEL	0.000236	0.000000
BOAT_FREIGHT_NG	69.240222	0.000000
BOAT_FREIGHT_METHANOL	0.000014	0.000000
TRUCK_DIESEL	539.637146	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000894	0.000000
TRUCK_ELEC	625.006504	0.000000
TRUCK_NG	0.000001	0.000000
HABER_BOSCH	0.000104	0.000000
SYN_METHANOLATION	0.000001	0.000000
METHANE_TO_METHANOL	250.262199	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	31.617123	0.000000
GAS_TO_HVC	0.000004	0.000000
METHANOL_TO_HVC	231.918072	0.000000
ADLIBIO_TO_HVC	0.000069	0.000000
PHS	1.600000	0.000000
BATT_LI	0.000127	0.000000
BEV_BATT	701261.560691	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000099	0.000000
TS_DEC_HP_ELEC	41.209109	0.000000
TS_DEC_THHP_GAS	0.000061	0.000000
TS_DEC_COGEN_GAS	0.000025	0.000000
TS_DEC_COGEN_OIL	0.000025	0.000000
TS_DEC_ADVCOGEN_GAS	0.000027	0.000000
TS_DEC_ADVCOGEN_H2	0.000024	0.000000
TS_DEC_BOILER_GAS	0.000025	0.000000
TS_DEC_BOILER_WOOD	0.000028	0.000000
TS_DEC_BOILER_OIL	0.000024	0.000000
TS_DHN_DAILY	0.000558	0.000000
TS_DHN_SEASONAL	141.914790	0.000000
TS_HIGH_TEMP	321.167235	0.000000
GAS_STORAGE	0.277188	0.000000
H2_STORAGE	0.000023	0.000000
DIESEL_STORAGE	0.001872	0.000000
GASOLINE_STORAGE	0.570780	0.000000
LFO_STORAGE	0.073619	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000001	0.000000
ADLIBIO_TO_FUEL	450.525491	0.000000
AMMONIA_TO_H2	0.000023	0.000000
ATM_CCS	0.000056	0.000000
BIO_HYDROLYSIS	0.000337	0.000000
BIOMETHANATION	564.150644	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000
GRID	0.000000	0.000000
H2_BIOMASS	14.997001	0.000000
H2_ELECTROLYSIS	0.000434	0.000000
INDUSTRY_CCS	0.000000	0.000000
REDIFUEL	0.000000	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	3390.774319
GASOLINE	0.000000	73.604263
DIESEL	0.000000	2666.943243
BIOETHANOL	0.000000	0.000232
BIODIESEL	0.000000	0.000161
BIODIESEL_BE	0.000000	0.000000
LFO	0.000000	654.534004
LFO_RE_BE	0.000000	0.000000
GAS	0.000000	13593.650476
GAS_RE_IMPORT	0.000000	0.009293
GAS_RE_BE	0.000000	0.000000
WOOD	0.000000	1148.940417
WOOD_PRODUCTION	0.000000	0.000333
WET_BIOMASS	0.000000	2174.510483
COAL	0.000000	0.000210
URANIUM	0.000000	0.000000
WASTE	0.000000	37.536636
H2	0.000000	0.000000
H2_RE_IMPORT	0.000000	0.000001
H2_RE_BE	0.000000	0.000000
AMMONIA	0.000000	0.000022
METHANOL	0.000000	148.805737
AMMONIA_RE_IMPORT	0.000000	22510.442727
AMMONIA_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000000	0.007820
METHANOL_RE_BE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
