Name	Used	Potential
AMMONIA	0.000535	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	0.038190	Infinity
BIODIESEL	0.000695	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.001010	Infinity
CO2_ATM	0.000153	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	60429.193426	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	33354.999071	33354.999440
DIESEL	9288.153798	Infinity
ELEC_EXPORT	505.270535	Infinity
ELECTRICITY	7542.308317	29180.975120
GAS	171707.766050	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000002	Infinity
GASOLINE	0.001748	Infinity
H2	0.000070	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	0.000330	Infinity
LFO	0.003654	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	69199.293633	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000394	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	480.208404	Infinity
RES_SOLAR	24113.833730	Infinity
RES_WIND	42023.090550	Infinity
URANIUM	0.000000	Infinity
WASTE	17800.000765	17800.000000
WET_BIOMASS	38900.000035	38900.000000
WOOD	23400.000215	23400.000000
WOOD_PRODUCTION	0.001164	70200.000000
