Name	Used	Potential
AMMONIA	0.000280	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	3462.304482	Infinity
BIODIESEL	0.000768	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000498	Infinity
CO2_ATM	0.002208	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	42143.982233	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.000000	0.000000
DIESEL	0.002343	Infinity
ELEC_EXPORT	1007.253430	Infinity
ELECTRICITY	27567.311421	27567.311340
GAS	49420.758311	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000019	Infinity
GASOLINE	0.000664	Infinity
H2	0.000002	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	63638.860891	Infinity
LFO	0.002387	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	36957.899167	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.010739	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	487.030884	Infinity
RES_SOLAR	60527.579239	Infinity
RES_WIND	39300.299701	Infinity
URANIUM	0.000000	Infinity
WASTE	14931.755918	17800.000000
WET_BIOMASS	38900.001624	38900.000000
WOOD	23400.000362	23400.000000
WOOD_PRODUCTION	34370.079533	70200.000000
